claim_id,worker_id,zone_id,week_start_date,gps_deviation_score,device_id_reuse_count,claim_vs_event_gap_minutes,claims_per_worker_per_month,claimed_amount,earnings_loss_amount,disruption_impact_ratio,zone_disruption_risk_index,gps_anomaly_flag,syndicate_device_flag,timing_gap_anomaly_flag,is_fraud_label
CLM_80184,W_19de3fcfd11cddb9,ZONE_BOM_01,2026-07-20,1.0,1,176,2,1645.97,2351.38,0.85,1.0,0,0,0,0
CLM_80185,W_19de3fcfd11cddb9,ZONE_BOM_01,2026-07-27,0.55,1,96,2,840.29,1200.42,0.439,0.3856,0,0,0,0
CLM_80186,W_19de3fcfd11cddb9,ZONE_BOM_01,2026-08-03,2.48,1,149,3,542.15,774.5,0.311,0.277,0,0,0,0
CLM_80187,W_19de3fcfd11cddb9,ZONE_BOM_01,2026-08-10,1.86,1,39,1,346.98,495.68,0.204,0.3243,0,0,0,0
CLM_80188,W_19de3fcfd11cddb9,ZONE_BOM_01,2026-08-17,0.44,1,40,1,1008.32,1440.46,0.509,0.3303,0,0,0,0
CLM_80189,W_7c0fe1dbaf8590e4,ZONE_HYD_01,2026-07-13,3.07,1,156,3,507.32,724.74,0.15,0.26,0,0,0,0
CLM_80190,W_7c0fe1dbaf8590e4,ZONE_HYD_01,2026-07-27,0.32,1,2871,1,820.39,1171.98,0.225,0.2614,0,0,1,1
CLM_80191,W_7c0fe1dbaf8590e4,ZONE_HYD_01,2026-08-17,1.23,1,31,2,676.34,966.2,0.21,0.2359,0,0,0,0
CLM_80192,W_7c0fe1dbaf8590e4,ZONE_HYD_01,2026-09-07,1.46,1,15,2,499.13,713.04,0.15,0.2599,0,0,0,0
CLM_80193,W_23011d139948d52c,ZONE_DEL_01,2026-06-29,1.51,1,37,3,384.32,549.03,0.155,0.1633,0,0,0,0
CLM_80194,W_23011d139948d52c,ZONE_DEL_01,2026-07-06,1.37,1,54,2,2380.92,3401.31,0.724,0.5602,0,0,0,0
CLM_80195,W_23011d139948d52c,ZONE_DEL_01,2026-07-20,3.16,1,206,2,641.96,917.08,0.178,0.2667,0,0,0,0
CLM_80196,W_23011d139948d52c,ZONE_DEL_01,2026-08-03,1.8,1,51,1,1961.91,2802.73,0.591,0.4771,0,0,0,0
CLM_80197,W_23011d139948d52c,ZONE_DEL_01,2026-08-17,0.7,1,43,1,455.86,651.23,0.15,0.2655,0,0,0,0
CLM_80198,W_3c0e64a301ae5edc,ZONE_DEL_01,2026-06-29,1.08,1,69,1,423.13,604.47,0.155,0.1633,0,0,0,0
CLM_80199,W_3c0e64a301ae5edc,ZONE_DEL_01,2026-07-06,1.19,1,71,2,2360.84,3372.63,0.652,0.5602,0,0,0,0
CLM_80200,W_3c0e64a301ae5edc,ZONE_DEL_01,2026-07-20,0.56,1,33,3,766.16,1094.52,0.221,0.2667,0,0,0,0
CLM_80201,W_3c0e64a301ae5edc,ZONE_DEL_01,2026-08-03,1.47,1,8,3,2347.79,3353.99,0.664,0.4771,0,0,0,0
CLM_80202,W_3c0e64a301ae5edc,ZONE_DEL_01,2026-08-17,0.92,1,12,1,680.6,972.28,0.15,0.2655,0,0,0,0
CLM_80203,W_b237d83a4d2a0e7d,ZONE_DEL_01,2026-06-29,0.84,1,40,1,569.11,813.02,0.155,0.1633,0,0,0,0
CLM_80204,W_b237d83a4d2a0e7d,ZONE_DEL_01,2026-07-06,3.24,1,27,1,2964.98,4235.68,0.701,0.5602,0,0,0,0
CLM_80205,W_b237d83a4d2a0e7d,ZONE_DEL_01,2026-07-20,1.22,1,55,3,783.46,1119.23,0.162,0.2667,0,0,0,0
CLM_80206,W_b237d83a4d2a0e7d,ZONE_DEL_01,2026-08-03,0.87,1,30,1,2269.81,3242.59,0.564,0.4771,0,0,0,0
CLM_80207,W_b237d83a4d2a0e7d,ZONE_DEL_01,2026-08-17,1.71,1,52,4,492.94,704.2,0.15,0.2655,0,0,0,0
CLM_80208,W_0bcb7f8dc0134fd1,ZONE_MAA_01,2026-07-06,4.7,1,29,1,311.88,445.55,0.15,0.2267,0,0,0,0
CLM_80209,W_0bcb7f8dc0134fd1,ZONE_MAA_01,2026-09-14,1.12,1,23,1,262.44,374.92,0.15,0.2595,0,0,0,0
CLM_80210,W_efb187f43ff6fab9,ZONE_MAA_01,2026-07-06,3.06,1,9,2,207.08,295.83,0.15,0.2267,0,0,0,0
CLM_80211,W_efb187f43ff6fab9,ZONE_MAA_01,2026-09-14,0.95,1,17,4,206.11,294.44,0.15,0.2595,0,0,0,0
CLM_80212,W_c9343b30f4467310,ZONE_DEL_01,2026-06-29,1.62,1,18,3,207.82,296.89,0.155,0.1633,0,0,0,0
CLM_80213,W_c9343b30f4467310,ZONE_DEL_01,2026-07-06,0.32,1,54,4,1503.96,2148.52,0.85,0.5602,0,0,0,0
CLM_80214,W_c9343b30f4467310,ZONE_DEL_01,2026-07-20,0.52,1,27,1,441.45,630.65,0.265,0.2667,0,0,0,0
CLM_80215,W_c9343b30f4467310,ZONE_DEL_01,2026-08-03,1.01,1,14,1,1216.61,1738.02,0.689,0.4771,0,0,0,0
CLM_80216,W_c9343b30f4467310,ZONE_DEL_01,2026-08-17,0.81,1,60,5,198.32,283.32,0.15,0.2655,0,0,0,0
CLM_80217,W_d7c92b49ddff2b6b,ZONE_DEL_01,2026-06-29,0.87,1,100,2,474.24,677.49,0.155,0.1633,0,0,0,0
CLM_80218,W_d7c92b49ddff2b6b,ZONE_DEL_01,2026-07-06,3.28,1,2616,2,2505.78,3579.69,0.744,0.5602,0,0,1,1
CLM_80219,W_d7c92b49ddff2b6b,ZONE_DEL_01,2026-07-20,0.35,1,5,1,831.18,1187.4,0.253,0.2667,0,0,0,0
CLM_80220,W_d7c92b49ddff2b6b,ZONE_DEL_01,2026-08-03,0.89,1,2324,2,2723.88,3891.26,0.807,0.4771,0,0,1,1
CLM_80221,W_d7c92b49ddff2b6b,ZONE_DEL_01,2026-08-17,0.43,1,31,2,370.36,529.08,0.15,0.2655,0,0,0,0
CLM_80222,W_19ad745c3995d6f0,ZONE_BOM_01,2026-06-29,0.65,1,6,2,1309.05,1870.07,0.85,1.0,0,0,0,0
CLM_80223,W_19ad745c3995d6f0,ZONE_BOM_01,2026-07-06,0.74,1,6,3,1135.11,1621.58,0.731,0.8044,0,0,0,1
CLM_80224,W_19ad745c3995d6f0,ZONE_BOM_01,2026-07-13,0.02,1,17,1,575.18,821.68,0.4,0.4088,0,0,0,0
CLM_80225,W_19ad745c3995d6f0,ZONE_BOM_01,2026-07-20,0.51,1,46,2,1315.22,1878.89,0.85,1.0,0,0,0,0
CLM_80226,W_19ad745c3995d6f0,ZONE_BOM_01,2026-07-27,1.49,1,6,2,589.28,841.83,0.401,0.3856,0,0,0,0
CLM_80227,W_19ad745c3995d6f0,ZONE_BOM_01,2026-08-03,0.08,1,38,1,600.61,858.02,0.377,0.277,0,0,0,0
CLM_80228,W_19ad745c3995d6f0,ZONE_BOM_01,2026-08-10,1.77,1,5,1,230.78,329.69,0.167,0.3243,0,0,0,0
CLM_80229,W_19ad745c3995d6f0,ZONE_BOM_01,2026-08-17,1.87,1,22,1,847.59,1210.85,0.544,0.3303,0,0,0,0
CLM_80230,W_e4d6b1a96865b125,ZONE_BOM_01,2026-06-29,0.22,1,51,3,3891.81,5559.73,0.85,1.0,0,0,0,0
CLM_80231,W_e4d6b1a96865b125,ZONE_BOM_01,2026-07-06,1.36,1,71,1,3265.63,4665.18,0.706,0.8044,0,0,0,0
CLM_80232,W_e4d6b1a96865b125,ZONE_BOM_01,2026-07-13,0.29,1,7,2,1532.71,2189.59,0.311,0.4088,0,0,0,0
CLM_80233,W_e4d6b1a96865b125,ZONE_BOM_01,2026-07-20,1.71,1,36,2,3857.84,5511.2,0.85,1.0,0,0,0,0
CLM_80234,W_e4d6b1a96865b125,ZONE_BOM_01,2026-07-27,2.52,1,1143,1,1786.48,2552.12,0.401,0.3856,0,0,1,1
CLM_80235,W_e4d6b1a96865b125,ZONE_BOM_01,2026-08-03,2.74,1,122,1,1728.24,2468.91,0.375,0.277,0,0,0,0
CLM_80236,W_e4d6b1a96865b125,ZONE_BOM_01,2026-08-10,0.87,1,13,1,1110.24,1586.06,0.271,0.3243,0,0,0,0
CLM_80237,W_e4d6b1a96865b125,ZONE_BOM_01,2026-08-17,0.4,1,15,3,2439.99,3485.7,0.531,0.3303,0,0,0,0
CLM_80238,W_0be024ebb1180e4f,ZONE_MAA_01,2026-07-06,3.52,1,104,2,396.33,566.18,0.15,0.2267,0,0,0,1
CLM_80239,W_0be024ebb1180e4f,ZONE_MAA_01,2026-09-14,0.19,1,28,3,548.13,783.05,0.15,0.2595,0,0,0,0
CLM_80240,W_7409fa98753c15e8,ZONE_BLR_01,2026-06-29,0.71,1,7,2,556.17,794.53,0.15,0.244,0,0,0,0
CLM_80241,W_7409fa98753c15e8,ZONE_BLR_01,2026-07-20,32.72,1,28,4,542.85,775.5,0.15,0.2806,1,0,0,1
CLM_80242,W_7409fa98753c15e8,ZONE_BLR_01,2026-08-03,0.56,1,41,6,798.74,1141.06,0.255,0.2789,0,0,0,0
CLM_80243,W_7409fa98753c15e8,ZONE_BLR_01,2026-08-17,5.43,1,14,2,322.02,460.03,0.15,0.2639,0,0,0,0
CLM_80244,W_e9981c8467200278,ZONE_HYD_01,2026-07-13,0.17,1,51,3,220.74,315.34,0.15,0.26,0,0,0,0
CLM_80245,W_e9981c8467200278,ZONE_HYD_01,2026-07-27,1.0,1,43,2,337.96,482.8,0.201,0.2614,0,0,0,0
CLM_80246,W_e9981c8467200278,ZONE_HYD_01,2026-08-17,0.83,1,47,2,328.99,469.99,0.21,0.2359,0,0,0,0
CLM_80247,W_e9981c8467200278,ZONE_HYD_01,2026-09-07,0.87,1,24,1,269.68,385.26,0.15,0.2599,0,0,0,0
CLM_80248,W_fa55d937b339bd13,ZONE_DEL_01,2026-06-29,0.85,1,65,5,355.7,508.14,0.155,0.1633,0,0,0,0
CLM_80249,W_fa55d937b339bd13,ZONE_DEL_01,2026-07-06,1.82,1,17,2,2578.21,3683.16,0.85,0.5602,0,0,0,0
CLM_80250,W_fa55d937b339bd13,ZONE_DEL_01,2026-07-20,0.92,1,26,2,816.45,1166.36,0.271,0.2667,0,0,0,0
CLM_80251,W_fa55d937b339bd13,ZONE_DEL_01,2026-08-03,1.2,1,230,2,1783.4,2547.71,0.597,0.4771,0,0,0,0
CLM_80252,W_fa55d937b339bd13,ZONE_DEL_01,2026-08-17,0.19,1,54,2,569.32,813.31,0.15,0.2655,0,0,0,0
CLM_80253,W_e02e72a23df33b08,ZONE_BLR_01,2026-06-29,0.09,1,13,3,542.86,775.51,0.15,0.244,0,0,0,0
CLM_80254,W_e02e72a23df33b08,ZONE_BLR_01,2026-07-20,0.05,1,5,2,629.53,899.33,0.15,0.2806,0,0,0,0
CLM_80255,W_e02e72a23df33b08,ZONE_BLR_01,2026-08-03,0.64,1,5,3,753.18,1075.97,0.215,0.2789,0,0,0,0
CLM_80256,W_e02e72a23df33b08,ZONE_BLR_01,2026-08-17,0.4,1,11,4,434.34,620.48,0.15,0.2639,0,0,0,0
CLM_80257,W_69390287654665b0,ZONE_DEL_01,2026-06-29,0.85,1,55,4,676.21,966.01,0.155,0.1633,0,0,0,0
CLM_80258,W_69390287654665b0,ZONE_DEL_01,2026-07-06,0.22,1,56,2,3267.36,4667.66,0.692,0.5602,0,0,0,0
CLM_80259,W_69390287654665b0,ZONE_DEL_01,2026-07-20,0.64,1,16,5,894.03,1277.19,0.187,0.2667,0,0,0,0
CLM_80260,W_69390287654665b0,ZONE_DEL_01,2026-08-03,0.75,1,12,2,2680.95,3829.93,0.588,0.4771,0,0,0,0
CLM_80261,W_69390287654665b0,ZONE_DEL_01,2026-08-17,0.11,1,27,3,696.82,995.46,0.15,0.2655,0,0,0,0
CLM_80262,W_3eedf2345c580b41,ZONE_MAA_01,2026-07-06,0.23,1,91,1,805.08,1150.12,0.15,0.2267,0,0,0,0
CLM_80263,W_3eedf2345c580b41,ZONE_MAA_01,2026-09-14,1.66,1,41,1,582.9,832.72,0.15,0.2595,0,0,0,0
CLM_80264,W_427b5c492ddd6098,ZONE_DEL_01,2026-06-29,0.31,1,75,2,595.6,850.86,0.155,0.1633,0,0,0,0
CLM_80265,W_427b5c492ddd6098,ZONE_DEL_01,2026-07-06,0.72,1,8,2,2695.27,3850.38,0.705,0.5602,0,0,0,0
CLM_80266,W_427b5c492ddd6098,ZONE_DEL_01,2026-07-20,41.28,1,76,1,1002.96,1432.8,0.265,0.2667,1,0,0,1
CLM_80267,W_427b5c492ddd6098,ZONE_DEL_01,2026-08-03,3.32,1,84,1,2329.03,3327.19,0.616,0.4771,0,0,0,0
CLM_80268,W_427b5c492ddd6098,ZONE_DEL_01,2026-08-17,0.05,1,17,3,433.56,619.37,0.15,0.2655,0,0,0,0
CLM_80269,W_704ed00ce5f65bc7,ZONE_HYD_01,2026-07-13,0.36,1,118,3,502.66,718.09,0.15,0.26,0,0,0,0
CLM_80270,W_704ed00ce5f65bc7,ZONE_HYD_01,2026-07-27,1.78,1,65,2,1746.07,2494.38,0.473,0.2614,0,0,0,0
CLM_80271,W_704ed00ce5f65bc7,ZONE_HYD_01,2026-08-17,1.19,1,8,4,777.32,1110.46,0.21,0.2359,0,0,0,0
CLM_80272,W_704ed00ce5f65bc7,ZONE_HYD_01,2026-09-07,1.38,1,39,2,699.61,999.44,0.15,0.2599,0,0,0,0
CLM_80273,W_36ef6d1e1def4cde,ZONE_MAA_01,2026-07-06,0.65,1,92,3,628.74,898.2,0.15,0.2267,0,0,0,0
CLM_80274,W_36ef6d1e1def4cde,ZONE_MAA_01,2026-09-14,0.87,1,16,4,425.42,607.75,0.15,0.2595,0,0,0,0
CLM_80275,W_d7d3177e85e4dccd,ZONE_HYD_01,2026-07-13,0.37,1,26,2,691.96,988.51,0.15,0.26,0,0,0,0
CLM_80276,W_d7d3177e85e4dccd,ZONE_HYD_01,2026-07-27,0.87,1,110,2,644.98,921.4,0.187,0.2614,0,0,0,0
CLM_80277,W_d7d3177e85e4dccd,ZONE_HYD_01,2026-08-17,0.36,1,113,1,937.46,1339.23,0.21,0.2359,0,0,0,0
CLM_80278,W_d7d3177e85e4dccd,ZONE_HYD_01,2026-09-07,0.96,1,118,2,619.77,885.39,0.15,0.2599,0,0,0,0
CLM_80279,W_83dfd05e11e962e8,ZONE_MAA_01,2026-07-06,1.89,1,51,1,706.62,1009.45,0.15,0.2267,0,0,0,0
CLM_80280,W_83dfd05e11e962e8,ZONE_MAA_01,2026-09-14,1.88,1,130,3,714.52,1020.74,0.15,0.2595,0,0,0,0
CLM_80281,W_fffc6daf42faa934,ZONE_MAA_01,2026-07-06,0.48,1,14,3,539.73,771.04,0.15,0.2267,0,0,0,0
CLM_80282,W_fffc6daf42faa934,ZONE_MAA_01,2026-09-14,0.32,1,8,3,474.68,678.12,0.15,0.2595,0,0,0,0
CLM_80283,W_048e554423539f57,ZONE_BOM_01,2026-06-29,2.26,1,133,2,4040.74,5772.48,0.85,1.0,0,0,0,0
CLM_80284,W_048e554423539f57,ZONE_BOM_01,2026-07-06,1.56,1,32,1,3697.83,5282.61,0.762,0.8044,0,0,0,0
CLM_80285,W_048e554423539f57,ZONE_BOM_01,2026-07-13,2.98,1,10,1,1824.37,2606.25,0.362,0.4088,0,0,0,0
CLM_80286,W_048e554423539f57,ZONE_BOM_01,2026-07-20,1.82,1,23,4,4075.83,5822.62,0.85,1.0,0,0,0,0
CLM_80287,W_048e554423539f57,ZONE_BOM_01,2026-07-27,1.5,1,64,1,2368.63,3383.76,0.488,0.3856,0,0,0,0
CLM_80288,W_048e554423539f57,ZONE_BOM_01,2026-08-03,3.72,1,32,2,1839.87,2628.38,0.38,0.277,0,0,0,0
CLM_80289,W_048e554423539f57,ZONE_BOM_01,2026-08-10,1.58,1,22,4,1047.66,1496.66,0.243,0.3243,0,0,0,0
CLM_80290,W_048e554423539f57,ZONE_BOM_01,2026-08-17,1.84,1,14,2,2707.52,3867.89,0.565,0.3303,0,0,0,0
CLM_80291,W_a2433eb122c14254,ZONE_BOM_01,2026-06-29,0.73,1,107,1,2797.47,3996.39,0.85,1.0,0,0,0,0
CLM_80292,W_a2433eb122c14254,ZONE_BOM_01,2026-07-06,3.15,1,14,1,2791.66,3988.09,0.85,0.8044,0,0,0,0
CLM_80293,W_a2433eb122c14254,ZONE_BOM_01,2026-07-13,0.34,1,188,1,1226.53,1752.18,0.365,0.4088,0,0,0,0
CLM_80294,W_a2433eb122c14254,ZONE_BOM_01,2026-07-20,1.88,1,61,3,2765.99,3951.42,0.85,1.0,0,0,0,0
CLM_80295,W_a2433eb122c14254,ZONE_BOM_01,2026-07-27,0.8,1,52,2,2068.16,2954.52,0.646,0.3856,0,0,0,0
CLM_80296,W_a2433eb122c14254,ZONE_BOM_01,2026-08-03,1.6,1,5,1,1355.22,1936.03,0.423,0.277,0,0,0,0
CLM_80297,W_a2433eb122c14254,ZONE_BOM_01,2026-08-10,1.21,1,56,2,1321.82,1888.32,0.375,0.3243,0,0,0,0
CLM_80298,W_a2433eb122c14254,ZONE_BOM_01,2026-08-17,0.77,1,48,2,1800.8,2572.57,0.552,0.3303,0,0,0,0
CLM_80299,W_0b08262ea0d9ba65,ZONE_BOM_01,2026-06-29,0.06,1,45,2,3030.83,4329.76,0.85,1.0,0,0,0,0
CLM_80300,W_0b08262ea0d9ba65,ZONE_BOM_01,2026-07-06,0.12,1,101,1,2767.95,3954.21,0.782,0.8044,0,0,0,0
CLM_80301,W_0b08262ea0d9ba65,ZONE_BOM_01,2026-07-13,2.31,1,100,3,1375.5,1965.0,0.37,0.4088,0,0,0,0
CLM_80302,W_0b08262ea0d9ba65,ZONE_BOM_01,2026-07-20,2.13,1,74,3,3015.48,4307.83,0.85,1.0,0,0,0,0
CLM_80303,W_0b08262ea0d9ba65,ZONE_BOM_01,2026-07-27,0.28,1,59,3,2201.44,3144.91,0.611,0.3856,0,0,0,0
CLM_80304,W_0b08262ea0d9ba65,ZONE_BOM_01,2026-08-03,0.56,1,83,2,1746.46,2494.94,0.484,0.277,0,0,0,0
CLM_80305,W_0b08262ea0d9ba65,ZONE_BOM_01,2026-08-10,0.5,1,58,3,966.46,1380.66,0.232,0.3243,0,0,0,0
CLM_80306,W_0b08262ea0d9ba65,ZONE_BOM_01,2026-08-17,4.04,1,2270,2,2175.63,3108.04,0.593,0.3303,0,0,1,1
CLM_80307,W_a7088775dee01a79,ZONE_DEL_01,2026-06-29,0.75,1,133,2,472.97,675.67,0.155,0.1633,0,0,0,0
CLM_80308,W_a7088775dee01a79,ZONE_DEL_01,2026-07-06,0.67,1,30,1,3154.59,4506.55,0.85,0.5602,0,0,0,0
CLM_80309,W_a7088775dee01a79,ZONE_DEL_01,2026-07-20,1.05,1,128,2,1093.17,1561.67,0.285,0.2667,0,0,0,0
CLM_80310,W_a7088775dee01a79,ZONE_DEL_01,2026-08-03,36.8,1,52,3,2936.41,4194.87,0.786,0.4771,1,0,0,1
CLM_80311,W_a7088775dee01a79,ZONE_DEL_01,2026-08-17,0.62,1,47,2,483.1,690.15,0.15,0.2655,0,0,0,0
CLM_80312,W_b5465b8ea3e6c59b,ZONE_BOM_01,2026-06-29,0.71,1,14,1,3471.66,4959.51,0.85,1.0,0,0,0,0
CLM_80313,W_b5465b8ea3e6c59b,ZONE_BOM_01,2026-07-06,1.42,1,69,1,3017.32,4310.46,0.744,0.8044,0,0,0,0
CLM_80314,W_b5465b8ea3e6c59b,ZONE_BOM_01,2026-07-13,1.43,1,11,4,1514.46,2163.52,0.341,0.4088,0,0,0,0
CLM_80315,W_b5465b8ea3e6c59b,ZONE_BOM_01,2026-07-20,0.77,1,1321,1,3430.89,4901.27,0.85,1.0,0,0,1,1
CLM_80316,W_b5465b8ea3e6c59b,ZONE_BOM_01,2026-07-27,0.15,1,13,2,1454.4,2077.72,0.382,0.3856,0,0,0,0
CLM_80317,W_b5465b8ea3e6c59b,ZONE_BOM_01,2026-08-03,0.66,1,22,3,1177.76,1682.51,0.318,0.277,0,0,0,0
CLM_80318,W_b5465b8ea3e6c59b,ZONE_BOM_01,2026-08-10,0.47,1,2127,3,1146.49,1637.84,0.296,0.3243,0,0,1,1
CLM_80319,W_b5465b8ea3e6c59b,ZONE_BOM_01,2026-08-17,0.56,1,56,2,1879.6,2685.14,0.472,0.3303,0,0,0,0
CLM_80320,W_14b3cf65a0556b53,ZONE_BLR_01,2026-06-29,2.02,1,20,2,351.39,501.98,0.15,0.244,0,0,0,0
CLM_80321,W_14b3cf65a0556b53,ZONE_BLR_01,2026-07-20,2.36,1,874,2,278.32,397.6,0.15,0.2806,0,0,1,1
CLM_80322,W_14b3cf65a0556b53,ZONE_BLR_01,2026-08-03,0.93,1,25,3,382.26,546.08,0.205,0.2789,0,0,0,0
CLM_80323,W_14b3cf65a0556b53,ZONE_BLR_01,2026-08-17,0.58,1,44,2,251.48,359.26,0.15,0.2639,0,0,0,0
CLM_80324,W_fa42c58b8e9f42f3,ZONE_HYD_01,2026-07-13,41.74,1,104,2,246.83,352.62,0.15,0.26,1,0,0,1
CLM_80325,W_fa42c58b8e9f42f3,ZONE_HYD_01,2026-07-27,0.63,1,6,2,386.97,552.81,0.203,0.2614,0,0,0,0
CLM_80326,W_fa42c58b8e9f42f3,ZONE_HYD_01,2026-08-17,1.89,1,26,3,367.3,524.72,0.21,0.2359,0,0,0,0
CLM_80327,W_fa42c58b8e9f42f3,ZONE_HYD_01,2026-09-07,0.61,1,17,3,267.62,382.32,0.15,0.2599,0,0,0,0
CLM_80328,W_01624169e6774b8c,ZONE_MAA_01,2026-07-06,0.48,1,15,2,405.79,579.7,0.15,0.2267,0,0,0,1
CLM_80329,W_01624169e6774b8c,ZONE_MAA_01,2026-09-14,2.78,1,18,2,359.33,513.33,0.15,0.2595,0,0,0,0
CLM_80330,W_25440c2551afb2ba,ZONE_DEL_01,2026-06-29,1.19,1,17,2,576.63,823.76,0.155,0.1633,0,0,0,0
CLM_80331,W_25440c2551afb2ba,ZONE_DEL_01,2026-07-06,0.84,1,13,1,2789.24,3984.63,0.85,0.5602,0,0,0,0
CLM_80332,W_25440c2551afb2ba,ZONE_DEL_01,2026-07-20,2.33,1,66,2,1159.78,1656.83,0.328,0.2667,0,0,0,0
CLM_80333,W_25440c2551afb2ba,ZONE_DEL_01,2026-08-03,4.76,1,155,3,2804.84,4006.92,0.85,0.4771,0,0,0,0
CLM_80334,W_25440c2551afb2ba,ZONE_DEL_01,2026-08-17,1.66,1,156,2,467.19,667.42,0.15,0.2655,0,0,0,0
CLM_80335,W_a67e67df3e474a61,ZONE_HYD_01,2026-07-13,0.49,1,47,2,208.84,298.35,0.15,0.26,0,0,0,0
CLM_80336,W_a67e67df3e474a61,ZONE_HYD_01,2026-07-27,2.17,1,75,5,421.57,602.25,0.25,0.2614,0,0,0,0
CLM_80337,W_a67e67df3e474a61,ZONE_HYD_01,2026-08-17,2.48,1,1646,1,372.57,532.25,0.21,0.2359,0,0,1,1
CLM_80338,W_a67e67df3e474a61,ZONE_HYD_01,2026-09-07,2.58,1,40,3,298.78,426.83,0.15,0.2599,0,0,0,0
CLM_80339,W_74c5dc4729a717f3,ZONE_BLR_01,2026-06-29,0.24,1,6,1,206.96,295.66,0.15,0.244,0,0,0,0
CLM_80340,W_74c5dc4729a717f3,ZONE_BLR_01,2026-07-20,22.71,1,76,3,276.05,394.36,0.15,0.2806,1,0,0,1
CLM_80341,W_74c5dc4729a717f3,ZONE_BLR_01,2026-08-03,0.63,1,2207,1,482.19,688.85,0.247,0.2789,0,0,1,1
CLM_80342,W_74c5dc4729a717f3,ZONE_BLR_01,2026-08-17,0.89,1,18,2,214.94,307.05,0.15,0.2639,0,0,0,1
CLM_80343,W_4122300498fcabb0,ZONE_BLR_01,2026-06-29,0.84,1,8,2,413.55,590.78,0.15,0.244,0,0,0,0
CLM_80344,W_4122300498fcabb0,ZONE_BLR_01,2026-07-20,1.05,1,68,4,530.82,758.31,0.15,0.2806,0,0,0,0
CLM_80345,W_4122300498fcabb0,ZONE_BLR_01,2026-08-03,2.42,1,20,1,503.4,719.14,0.179,0.2789,0,0,0,0
CLM_80346,W_4122300498fcabb0,ZONE_BLR_01,2026-08-17,0.29,1,40,1,454.08,648.68,0.15,0.2639,0,0,0,0
CLM_80347,W_4caaa9b9adefcce3,ZONE_DEL_01,2026-06-29,0.17,1,288,4,656.77,938.24,0.155,0.1633,0,0,0,0
CLM_80348,W_4caaa9b9adefcce3,ZONE_DEL_01,2026-07-06,0.55,1,5,2,2812.02,4017.17,0.754,0.5602,0,0,0,0
CLM_80349,W_4caaa9b9adefcce3,ZONE_DEL_01,2026-07-20,1.77,1,66,3,709.54,1013.63,0.181,0.2667,0,0,0,0
CLM_80350,W_4caaa9b9adefcce3,ZONE_DEL_01,2026-08-03,0.75,1,12,3,2347.07,3352.96,0.615,0.4771,0,0,0,0
CLM_80351,W_4caaa9b9adefcce3,ZONE_DEL_01,2026-08-17,1.66,1,103,4,595.68,850.97,0.15,0.2655,0,0,0,0
CLM_80352,W_288eecdb59811787,ZONE_MAA_01,2026-07-06,2.08,1,30,3,355.28,507.55,0.15,0.2267,0,0,0,0
CLM_80353,W_288eecdb59811787,ZONE_MAA_01,2026-09-14,2.39,1,203,2,295.04,421.48,0.15,0.2595,0,0,0,0
CLM_80354,W_30c19def9adcb74f,ZONE_BLR_01,2026-06-29,0.71,1,83,5,832.87,1189.82,0.15,0.244,0,0,0,0
CLM_80355,W_30c19def9adcb74f,ZONE_BLR_01,2026-07-20,0.09,1,56,2,502.45,717.79,0.15,0.2806,0,0,0,0
CLM_80356,W_30c19def9adcb74f,ZONE_BLR_01,2026-08-03,0.63,1,19,5,751.76,1073.95,0.182,0.2789,0,0,0,0
CLM_80357,W_30c19def9adcb74f,ZONE_BLR_01,2026-08-17,1.68,1,171,2,477.24,681.77,0.15,0.2639,0,0,0,0
CLM_80358,W_2ab23fbe3087d5c4,ZONE_BOM_01,2026-06-29,1.71,1,45,2,1455.37,2079.1,0.85,1.0,0,0,0,0
CLM_80359,W_2ab23fbe3087d5c4,ZONE_BOM_01,2026-07-06,0.35,1,182,3,1128.53,1612.18,0.664,0.8044,0,0,0,0
CLM_80360,W_2ab23fbe3087d5c4,ZONE_BOM_01,2026-07-13,1.27,1,11,2,701.35,1001.93,0.411,0.4088,0,0,0,0
CLM_80361,W_2ab23fbe3087d5c4,ZONE_BOM_01,2026-07-20,0.32,1,41,1,1463.46,2090.66,0.85,1.0,0,0,0,0
CLM_80362,W_2ab23fbe3087d5c4,ZONE_BOM_01,2026-07-27,2.06,1,92,1,901.9,1288.43,0.545,0.3856,0,0,0,0
CLM_80363,W_2ab23fbe3087d5c4,ZONE_BOM_01,2026-08-03,1.19,1,46,2,617.67,882.38,0.383,0.277,0,0,0,0
CLM_80364,W_2ab23fbe3087d5c4,ZONE_BOM_01,2026-08-10,0.73,1,65,1,323.74,462.49,0.154,0.3243,0,0,0,0
CLM_80365,W_2ab23fbe3087d5c4,ZONE_BOM_01,2026-08-17,2.8,1,2611,2,985.89,1408.42,0.585,0.3303,0,0,1,1
CLM_80366,W_debaf724a7b4b70e,ZONE_BOM_01,2026-06-29,2.11,1,64,4,3389.61,4842.3,0.85,1.0,0,0,0,0
CLM_80367,W_debaf724a7b4b70e,ZONE_BOM_01,2026-07-06,1.78,1,58,3,2855.55,4079.36,0.718,0.8044,0,0,0,0
CLM_80368,W_debaf724a7b4b70e,ZONE_BOM_01,2026-07-13,1.14,1,22,1,1530.91,2187.02,0.372,0.4088,0,0,0,0
