worker_id,zone_id,week_start_date,zone_tier_code,tenure_days,vehicle_risk_factor,is_full_time,avg_active_hours_per_week,historical_weekly_income,weekly_total_rainfall_mm,weekly_max_temp_celsius,weekly_avg_aqi,zone_closure_days_count,is_monsoon,zone_disruption_risk_index,monsoon_loading,target_dynamic_weekly_premium
W_b5465b8ea3e6c59b,ZONE_BOM_01,2026-07-20,1,139,1.0,1,58.6,5815.73,354.8,29.6,158.42857142857142,4,1,1.0,1.591,79.0
W_b5465b8ea3e6c59b,ZONE_BOM_01,2026-07-27,1,139,1.0,1,58.6,5815.73,120.9,29.6,151.42857142857142,0,1,0.3856,1.202,58.29
W_b5465b8ea3e6c59b,ZONE_BOM_01,2026-08-03,1,139,1.0,1,58.6,5815.73,76.8,29.7,139.0,0,1,0.277,1.128,50.42
W_b5465b8ea3e6c59b,ZONE_BOM_01,2026-08-10,1,139,1.0,1,58.6,5815.73,96.6,29.7,142.57142857142858,0,1,0.3243,1.161,53.81
W_b5465b8ea3e6c59b,ZONE_BOM_01,2026-08-17,1,139,1.0,1,58.6,5815.73,61.0,29.7,146.28571428571428,1,1,0.3303,1.102,51.31
W_b5465b8ea3e6c59b,ZONE_BOM_01,2026-08-24,1,139,1.0,1,58.6,5815.73,36.4,29.6,134.0,1,1,0.2657,1.061,47.0
W_b5465b8ea3e6c59b,ZONE_BOM_01,2026-08-31,1,139,1.0,1,58.6,5815.73,61.0,29.6,158.28571428571428,0,1,0.256,1.102,48.44
W_b5465b8ea3e6c59b,ZONE_BOM_01,2026-09-07,1,139,1.0,1,58.6,5815.73,52.9,30.0,169.57142857142858,0,1,0.2462,1.088,47.46
W_b5465b8ea3e6c59b,ZONE_BOM_01,2026-09-14,1,139,1.0,1,58.6,5815.73,23.3,30.0,162.0,0,1,0.1739,1.039,42.69
W_14b3cf65a0556b53,ZONE_BLR_01,2026-06-22,1,199,1.0,0,28.3,2965.38,16.3,30.1,135.25,0,1,0.1381,1.027,40.91
W_14b3cf65a0556b53,ZONE_BLR_01,2026-06-29,1,199,1.0,0,28.3,2965.38,20.1,29.2,153.85714285714286,1,1,0.244,1.034,45.02
W_14b3cf65a0556b53,ZONE_BLR_01,2026-07-06,1,199,1.0,0,28.3,2965.38,8.399999999999999,31.8,172.71428571428572,0,1,0.1484,1.014,40.76
W_14b3cf65a0556b53,ZONE_BLR_01,2026-07-13,1,199,1.0,0,28.3,2965.38,16.8,32.1,124.57142857142856,0,1,0.1312,1.028,40.7
W_14b3cf65a0556b53,ZONE_BLR_01,2026-07-20,1,199,1.0,0,28.3,2965.38,33.4,29.5,162.85714285714286,1,1,0.2806,1.056,47.33
W_14b3cf65a0556b53,ZONE_BLR_01,2026-07-27,1,199,1.0,0,28.3,2965.38,28.8,29.7,169.42857142857142,0,1,0.1919,1.048,43.72
W_14b3cf65a0556b53,ZONE_BLR_01,2026-08-03,1,199,1.0,0,28.3,2965.38,76.3,28.3,143.0,0,1,0.2789,1.127,50.45
W_14b3cf65a0556b53,ZONE_BLR_01,2026-08-10,1,199,1.0,0,28.3,2965.38,19.9,30.7,129.0,0,1,0.1415,1.033,41.27
W_14b3cf65a0556b53,ZONE_BLR_01,2026-08-17,1,199,1.0,0,28.3,2965.38,31.4,29.9,146.57142857142858,1,1,0.2639,1.052,46.54
W_14b3cf65a0556b53,ZONE_BLR_01,2026-08-24,1,199,1.0,0,28.3,2965.38,35.7,28.8,167.14285714285714,0,1,0.2057,1.06,44.73
W_14b3cf65a0556b53,ZONE_BLR_01,2026-08-31,1,199,1.0,0,28.3,2965.38,13.2,30.8,142.71428571428572,1,1,0.2201,1.022,43.64
W_14b3cf65a0556b53,ZONE_BLR_01,2026-09-07,1,199,1.0,0,28.3,2965.38,8.5,31.0,128.28571428571428,0,1,0.1153,1.014,39.58
W_14b3cf65a0556b53,ZONE_BLR_01,2026-09-14,1,199,1.0,0,28.3,2965.38,33.1,30.8,137.5,0,1,0.1776,1.055,43.48
W_fa42c58b8e9f42f3,ZONE_HYD_01,2026-06-22,1,252,1.0,0,26.8,2883.93,21.8,32.6,156.25,1,1,0.2496,1.036,45.31
W_fa42c58b8e9f42f3,ZONE_HYD_01,2026-06-29,1,252,1.0,0,26.8,2883.93,35.9,29.8,132.14285714285714,0,1,0.1799,1.06,43.77
W_fa42c58b8e9f42f3,ZONE_HYD_01,2026-07-06,1,252,1.0,0,26.8,2883.93,6.2,33.3,165.28571428571428,0,1,0.1379,1.01,40.22
W_fa42c58b8e9f42f3,ZONE_HYD_01,2026-07-13,1,252,1.0,0,26.8,2883.93,26.8,33.9,155.14285714285714,1,1,0.26,1.045,46.08
W_fa42c58b8e9f42f3,ZONE_HYD_01,2026-07-20,1,252,1.0,0,26.8,2883.93,38.8,30.0,132.85714285714286,0,1,0.1869,1.065,44.24
W_fa42c58b8e9f42f3,ZONE_HYD_01,2026-07-27,1,252,1.0,0,26.8,2883.93,70.5,30.6,137.0,0,1,0.2614,1.118,49.36
W_fa42c58b8e9f42f3,ZONE_HYD_01,2026-08-03,1,252,1.0,0,26.8,2883.93,20.5,30.6,136.28571428571428,0,1,0.1483,1.034,41.56
W_fa42c58b8e9f42f3,ZONE_HYD_01,2026-08-10,1,252,1.0,0,26.8,2883.93,12.6,30.8,137.42857142857142,0,1,0.1314,1.021,40.43
W_fa42c58b8e9f42f3,ZONE_HYD_01,2026-08-17,1,252,1.0,0,26.8,2883.93,18.2,31.5,148.85714285714286,1,1,0.2359,1.03,44.55
W_fa42c58b8e9f42f3,ZONE_HYD_01,2026-08-24,1,252,1.0,0,26.8,2883.93,10.4,30.4,140.14285714285714,0,1,0.1285,1.017,40.17
W_fa42c58b8e9f42f3,ZONE_HYD_01,2026-08-31,1,252,1.0,0,26.8,2883.93,8.8,32.0,159.14285714285714,0,1,0.1392,1.015,40.47
W_fa42c58b8e9f42f3,ZONE_HYD_01,2026-09-07,1,252,1.0,0,26.8,2883.93,26.3,32.2,156.57142857142858,1,1,0.2599,1.044,46.04
W_fa42c58b8e9f42f3,ZONE_HYD_01,2026-09-14,1,252,1.0,0,26.8,2883.93,12.7,33.4,147.5,0,1,0.1392,1.021,40.71
W_01624169e6774b8c,ZONE_MAA_01,2026-06-22,1,66,1.0,0,28.5,3264.66,33.7,37.6,159.25,0,1,0.1953,1.056,44.18
W_01624169e6774b8c,ZONE_MAA_01,2026-06-29,1,66,1.0,0,28.5,3264.66,11.8,38.4,123.0,0,1,0.1188,1.02,39.94
W_01624169e6774b8c,ZONE_MAA_01,2026-07-06,1,66,1.0,0,28.5,3264.66,9.3,39.2,163.28571428571428,1,1,0.2267,1.016,43.62
W_01624169e6774b8c,ZONE_MAA_01,2026-07-13,1,66,1.0,0,28.5,3264.66,11.3,38.7,141.57142857142858,0,1,0.1316,1.019,40.36
W_01624169e6774b8c,ZONE_MAA_01,2026-07-20,1,66,1.0,0,28.5,3264.66,35.6,36.4,131.57142857142858,0,1,0.1788,1.059,43.69
W_01624169e6774b8c,ZONE_MAA_01,2026-07-27,1,66,1.0,0,28.5,3264.66,26.0,37.6,145.14285714285714,0,1,0.1674,1.043,42.62
W_01624169e6774b8c,ZONE_MAA_01,2026-08-03,1,66,1.0,0,28.5,3264.66,38.5,34.8,150.71428571428572,0,1,0.1997,1.064,44.68
W_01624169e6774b8c,ZONE_MAA_01,2026-08-10,1,66,1.0,0,28.5,3264.66,15.6,35.5,153.57142857142858,1,1,0.2336,1.026,44.3
W_01624169e6774b8c,ZONE_MAA_01,2026-08-17,1,66,1.0,0,28.5,3264.66,29.4,36.3,143.71428571428572,0,1,0.1739,1.049,43.1
W_01624169e6774b8c,ZONE_MAA_01,2026-08-24,1,66,1.0,0,28.5,3264.66,15.1,36.6,144.14285714285714,1,1,0.2254,1.025,43.96
W_01624169e6774b8c,ZONE_MAA_01,2026-08-31,1,66,1.0,0,28.5,3264.66,13.1,35.6,156.85714285714286,1,1,0.2305,1.022,44.01
W_01624169e6774b8c,ZONE_MAA_01,2026-09-07,1,66,1.0,0,28.5,3264.66,23.3,35.6,136.57142857142858,0,1,0.1549,1.039,42.0
W_01624169e6774b8c,ZONE_MAA_01,2026-09-14,1,66,1.0,0,28.5,3264.66,27.4,36.0,152.75,1,1,0.2595,1.046,46.11
W_25440c2551afb2ba,ZONE_DEL_01,2026-06-22,1,46,1.2,1,50.9,4677.05,4.0,41.9,188.25,0,1,0.1502,1.007,48.65
W_25440c2551afb2ba,ZONE_DEL_01,2026-06-29,1,46,1.2,1,50.9,4677.05,20.0,41.7,157.71428571428572,0,1,0.1633,1.033,50.47
W_25440c2551afb2ba,ZONE_DEL_01,2026-07-06,1,46,1.2,1,50.9,4677.05,122.9,36.7,156.0,2,1,0.5602,1.205,78.96
W_25440c2551afb2ba,ZONE_DEL_01,2026-07-13,1,46,1.2,1,50.9,4677.05,9.8,37.4,129.42857142857142,0,1,0.1191,1.016,47.75
W_25440c2551afb2ba,ZONE_DEL_01,2026-07-20,1,46,1.2,1,50.9,4677.05,74.3,33.7,132.71428571428572,0,1,0.2667,1.124,59.8
W_25440c2551afb2ba,ZONE_DEL_01,2026-07-27,1,46,1.2,1,50.9,4677.05,51.900000000000006,35.3,172.57142857142858,0,1,0.2462,1.086,56.84
W_25440c2551afb2ba,ZONE_DEL_01,2026-08-03,1,46,1.2,1,50.9,4677.05,132.8,33.8,126.57142857142856,1,1,0.4771,1.221,75.75
W_25440c2551afb2ba,ZONE_DEL_01,2026-08-10,1,46,1.2,1,50.9,4677.05,45.8,34.4,170.42857142857142,0,1,0.2309,1.076,55.63
W_25440c2551afb2ba,ZONE_DEL_01,2026-08-17,1,46,1.2,1,50.9,4677.05,34.3,33.6,140.0,1,1,0.2655,1.057,56.18
W_25440c2551afb2ba,ZONE_DEL_01,2026-08-24,1,46,1.2,1,50.9,4677.05,24.5,34.9,168.0,0,1,0.1811,1.041,51.64
W_25440c2551afb2ba,ZONE_DEL_01,2026-08-31,1,46,1.2,1,50.9,4677.05,76.6,34.4,145.57142857142858,0,1,0.2815,1.128,60.71
W_25440c2551afb2ba,ZONE_DEL_01,2026-09-07,1,46,1.2,1,50.9,4677.05,19.1,34.4,142.0,0,1,0.1495,1.032,49.82
W_25440c2551afb2ba,ZONE_DEL_01,2026-09-14,1,46,1.2,1,50.9,4677.05,7.6,35.0,149.0,0,1,0.1288,1.013,48.03
W_a67e67df3e474a61,ZONE_HYD_01,2026-06-22,1,124,1.0,0,22.3,2348.95,21.8,32.6,156.25,1,1,0.2496,1.036,45.31
W_a67e67df3e474a61,ZONE_HYD_01,2026-06-29,1,124,1.0,0,22.3,2348.95,35.9,29.8,132.14285714285714,0,1,0.1799,1.06,43.77
W_a67e67df3e474a61,ZONE_HYD_01,2026-07-06,1,124,1.0,0,22.3,2348.95,6.2,33.3,165.28571428571428,0,1,0.1379,1.01,40.22
W_a67e67df3e474a61,ZONE_HYD_01,2026-07-13,1,124,1.0,0,22.3,2348.95,26.8,33.9,155.14285714285714,1,1,0.26,1.045,46.08
W_a67e67df3e474a61,ZONE_HYD_01,2026-07-20,1,124,1.0,0,22.3,2348.95,38.8,30.0,132.85714285714286,0,1,0.1869,1.065,44.24
W_a67e67df3e474a61,ZONE_HYD_01,2026-07-27,1,124,1.0,0,22.3,2348.95,70.5,30.6,137.0,0,1,0.2614,1.118,49.36
W_a67e67df3e474a61,ZONE_HYD_01,2026-08-03,1,124,1.0,0,22.3,2348.95,20.5,30.6,136.28571428571428,0,1,0.1483,1.034,41.56
W_a67e67df3e474a61,ZONE_HYD_01,2026-08-10,1,124,1.0,0,22.3,2348.95,12.6,30.8,137.42857142857142,0,1,0.1314,1.021,40.43
W_a67e67df3e474a61,ZONE_HYD_01,2026-08-17,1,124,1.0,0,22.3,2348.95,18.2,31.5,148.85714285714286,1,1,0.2359,1.03,44.55
W_a67e67df3e474a61,ZONE_HYD_01,2026-08-24,1,124,1.0,0,22.3,2348.95,10.4,30.4,140.14285714285714,0,1,0.1285,1.017,40.17
W_a67e67df3e474a61,ZONE_HYD_01,2026-08-31,1,124,1.0,0,22.3,2348.95,8.8,32.0,159.14285714285714,0,1,0.1392,1.015,40.47
W_a67e67df3e474a61,ZONE_HYD_01,2026-09-07,1,124,1.0,0,22.3,2348.95,26.3,32.2,156.57142857142858,1,1,0.2599,1.044,46.04
W_a67e67df3e474a61,ZONE_HYD_01,2026-09-14,1,124,1.0,0,22.3,2348.95,12.7,33.4,147.5,0,1,0.1392,1.021,40.71
W_74c5dc4729a717f3,ZONE_BLR_01,2026-06-22,1,171,1.0,0,24.7,2688.46,16.3,30.1,135.25,0,1,0.1381,1.027,40.91
W_74c5dc4729a717f3,ZONE_BLR_01,2026-06-29,1,171,1.0,0,24.7,2688.46,20.1,29.2,153.85714285714286,1,1,0.244,1.034,45.02
W_74c5dc4729a717f3,ZONE_BLR_01,2026-07-06,1,171,1.0,0,24.7,2688.46,8.399999999999999,31.8,172.71428571428572,0,1,0.1484,1.014,40.76
W_74c5dc4729a717f3,ZONE_BLR_01,2026-07-13,1,171,1.0,0,24.7,2688.46,16.8,32.1,124.57142857142856,0,1,0.1312,1.028,40.7
W_74c5dc4729a717f3,ZONE_BLR_01,2026-07-20,1,171,1.0,0,24.7,2688.46,33.4,29.5,162.85714285714286,1,1,0.2806,1.056,47.33
W_74c5dc4729a717f3,ZONE_BLR_01,2026-07-27,1,171,1.0,0,24.7,2688.46,28.8,29.7,169.42857142857142,0,1,0.1919,1.048,43.72
W_74c5dc4729a717f3,ZONE_BLR_01,2026-08-03,1,171,1.0,0,24.7,2688.46,76.3,28.3,143.0,0,1,0.2789,1.127,50.45
W_74c5dc4729a717f3,ZONE_BLR_01,2026-08-10,1,171,1.0,0,24.7,2688.46,19.9,30.7,129.0,0,1,0.1415,1.033,41.27
W_74c5dc4729a717f3,ZONE_BLR_01,2026-08-17,1,171,1.0,0,24.7,2688.46,31.4,29.9,146.57142857142858,1,1,0.2639,1.052,46.54
W_74c5dc4729a717f3,ZONE_BLR_01,2026-08-24,1,171,1.0,0,24.7,2688.46,35.7,28.8,167.14285714285714,0,1,0.2057,1.06,44.73
W_74c5dc4729a717f3,ZONE_BLR_01,2026-08-31,1,171,1.0,0,24.7,2688.46,13.2,30.8,142.71428571428572,1,1,0.2201,1.022,43.64
W_74c5dc4729a717f3,ZONE_BLR_01,2026-09-07,1,171,1.0,0,24.7,2688.46,8.5,31.0,128.28571428571428,0,1,0.1153,1.014,39.58
W_74c5dc4729a717f3,ZONE_BLR_01,2026-09-14,1,171,1.0,0,24.7,2688.46,33.1,30.8,137.5,0,1,0.1776,1.055,43.48
W_4122300498fcabb0,ZONE_BLR_01,2026-06-22,1,22,1.0,1,45.9,4691.66,16.3,30.1,135.25,0,1,0.1381,1.027,40.91
W_4122300498fcabb0,ZONE_BLR_01,2026-06-29,1,22,1.0,1,45.9,4691.66,20.1,29.2,153.85714285714286,1,1,0.244,1.034,45.02
W_4122300498fcabb0,ZONE_BLR_01,2026-07-06,1,22,1.0,1,45.9,4691.66,8.399999999999999,31.8,172.71428571428572,0,1,0.1484,1.014,40.76
W_4122300498fcabb0,ZONE_BLR_01,2026-07-13,1,22,1.0,1,45.9,4691.66,16.8,32.1,124.57142857142856,0,1,0.1312,1.028,40.7
W_4122300498fcabb0,ZONE_BLR_01,2026-07-20,1,22,1.0,1,45.9,4691.66,33.4,29.5,162.85714285714286,1,1,0.2806,1.056,47.33
W_4122300498fcabb0,ZONE_BLR_01,2026-07-27,1,22,1.0,1,45.9,4691.66,28.8,29.7,169.42857142857142,0,1,0.1919,1.048,43.72
W_4122300498fcabb0,ZONE_BLR_01,2026-08-03,1,22,1.0,1,45.9,4691.66,76.3,28.3,143.0,0,1,0.2789,1.127,50.45
W_4122300498fcabb0,ZONE_BLR_01,2026-08-10,1,22,1.0,1,45.9,4691.66,19.9,30.7,129.0,0,1,0.1415,1.033,41.27
W_4122300498fcabb0,ZONE_BLR_01,2026-08-17,1,22,1.0,1,45.9,4691.66,31.4,29.9,146.57142857142858,1,1,0.2639,1.052,46.54
W_4122300498fcabb0,ZONE_BLR_01,2026-08-24,1,22,1.0,1,45.9,4691.66,35.7,28.8,167.14285714285714,0,1,0.2057,1.06,44.73
W_4122300498fcabb0,ZONE_BLR_01,2026-08-31,1,22,1.0,1,45.9,4691.66,13.2,30.8,142.71428571428572,1,1,0.2201,1.022,43.64
W_4122300498fcabb0,ZONE_BLR_01,2026-09-07,1,22,1.0,1,45.9,4691.66,8.5,31.0,128.28571428571428,0,1,0.1153,1.014,39.58
W_4122300498fcabb0,ZONE_BLR_01,2026-09-14,1,22,1.0,1,45.9,4691.66,33.1,30.8,137.5,0,1,0.1776,1.055,43.48
W_4caaa9b9adefcce3,ZONE_DEL_01,2026-06-22,1,165,1.0,1,53.1,5304.19,4.0,41.9,188.25,0,1,0.1502,1.007,40.54
W_4caaa9b9adefcce3,ZONE_DEL_01,2026-06-29,1,165,1.0,1,53.1,5304.19,20.0,41.7,157.71428571428572,0,1,0.1633,1.033,42.06
W_4caaa9b9adefcce3,ZONE_DEL_01,2026-07-06,1,165,1.0,1,53.1,5304.19,122.9,36.7,156.0,2,1,0.5602,1.205,65.8
W_4caaa9b9adefcce3,ZONE_DEL_01,2026-07-13,1,165,1.0,1,53.1,5304.19,9.8,37.4,129.42857142857142,0,1,0.1191,1.016,39.8
W_4caaa9b9adefcce3,ZONE_DEL_01,2026-07-20,1,165,1.0,1,53.1,5304.19,74.3,33.7,132.71428571428572,0,1,0.2667,1.124,49.83
W_4caaa9b9adefcce3,ZONE_DEL_01,2026-07-27,1,165,1.0,1,53.1,5304.19,51.900000000000006,35.3,172.57142857142858,0,1,0.2462,1.086,47.37
W_4caaa9b9adefcce3,ZONE_DEL_01,2026-08-03,1,165,1.0,1,53.1,5304.19,132.8,33.8,126.57142857142856,1,1,0.4771,1.221,63.12
W_4caaa9b9adefcce3,ZONE_DEL_01,2026-08-10,1,165,1.0,1,53.1,5304.19,45.8,34.4,170.42857142857142,0,1,0.2309,1.076,46.36
W_4caaa9b9adefcce3,ZONE_DEL_01,2026-08-17,1,165,1.0,1,53.1,5304.19,34.3,33.6,140.0,1,1,0.2655,1.057,46.82
W_4caaa9b9adefcce3,ZONE_DEL_01,2026-08-24,1,165,1.0,1,53.1,5304.19,24.5,34.9,168.0,0,1,0.1811,1.041,43.03
W_4caaa9b9adefcce3,ZONE_DEL_01,2026-08-31,1,165,1.0,1,53.1,5304.19,76.6,34.4,145.57142857142858,0,1,0.2815,1.128,50.59
W_4caaa9b9adefcce3,ZONE_DEL_01,2026-09-07,1,165,1.0,1,53.1,5304.19,19.1,34.4,142.0,0,1,0.1495,1.032,41.52
W_4caaa9b9adefcce3,ZONE_DEL_01,2026-09-14,1,165,1.0,1,53.1,5304.19,7.6,35.0,149.0,0,1,0.1288,1.013,40.02
W_288eecdb59811787,ZONE_MAA_01,2026-06-22,1,84,1.0,0,28.2,3031.65,33.7,37.6,159.25,0,1,0.1953,1.056,44.18
W_288eecdb59811787,ZONE_MAA_01,2026-06-29,1,84,1.0,0,28.2,3031.65,11.8,38.4,123.0,0,1,0.1188,1.02,39.94
W_288eecdb59811787,ZONE_MAA_01,2026-07-06,1,84,1.0,0,28.2,3031.65,9.3,39.2,163.28571428571428,1,1,0.2267,1.016,43.62
W_288eecdb59811787,ZONE_MAA_01,2026-07-13,1,84,1.0,0,28.2,3031.65,11.3,38.7,141.57142857142858,0,1,0.1316,1.019,40.36
W_288eecdb59811787,ZONE_MAA_01,2026-07-20,1,84,1.0,0,28.2,3031.65,35.6,36.4,131.57142857142858,0,1,0.1788,1.059,43.69
W_288eecdb59811787,ZONE_MAA_01,2026-07-27,1,84,1.0,0,28.2,3031.65,26.0,37.6,145.14285714285714,0,1,0.1674,1.043,42.62
W_288eecdb59811787,ZONE_MAA_01,2026-08-03,1,84,1.0,0,28.2,3031.65,38.5,34.8,150.71428571428572,0,1,0.1997,1.064,44.68
W_288eecdb59811787,ZONE_MAA_01,2026-08-10,1,84,1.0,0,28.2,3031.65,15.6,35.5,153.57142857142858,1,1,0.2336,1.026,44.3
W_288eecdb59811787,ZONE_MAA_01,2026-08-17,1,84,1.0,0,28.2,3031.65,29.4,36.3,143.71428571428572,0,1,0.1739,1.049,43.1
W_288eecdb59811787,ZONE_MAA_01,2026-08-24,1,84,1.0,0,28.2,3031.65,15.1,36.6,144.14285714285714,1,1,0.2254,1.025,43.96
W_288eecdb59811787,ZONE_MAA_01,2026-08-31,1,84,1.0,0,28.2,3031.65,13.1,35.6,156.85714285714286,1,1,0.2305,1.022,44.01
W_288eecdb59811787,ZONE_MAA_01,2026-09-07,1,84,1.0,0,28.2,3031.65,23.3,35.6,136.57142857142858,0,1,0.1549,1.039,42.0
W_288eecdb59811787,ZONE_MAA_01,2026-09-14,1,84,1.0,0,28.2,3031.65,27.4,36.0,152.75,1,1,0.2595,1.046,46.11
W_30c19def9adcb74f,ZONE_BLR_01,2026-06-22,1,73,1.05,1,58.6,6248.3,16.3,30.1,135.25,0,1,0.1381,1.027,42.95
W_30c19def9adcb74f,ZONE_BLR_01,2026-06-29,1,73,1.05,1,58.6,6248.3,20.1,29.2,153.85714285714286,1,1,0.244,1.034,47.27
W_30c19def9adcb74f,ZONE_BLR_01,2026-07-06,1,73,1.05,1,58.6,6248.3,8.399999999999999,31.8,172.71428571428572,0,1,0.1484,1.014,42.79
W_30c19def9adcb74f,ZONE_BLR_01,2026-07-13,1,73,1.05,1,58.6,6248.3,16.8,32.1,124.57142857142856,0,1,0.1312,1.028,42.74
W_30c19def9adcb74f,ZONE_BLR_01,2026-07-20,1,73,1.05,1,58.6,6248.3,33.4,29.5,162.85714285714286,1,1,0.2806,1.056,49.7
W_30c19def9adcb74f,ZONE_BLR_01,2026-07-27,1,73,1.05,1,58.6,6248.3,28.8,29.7,169.42857142857142,0,1,0.1919,1.048,45.9
W_30c19def9adcb74f,ZONE_BLR_01,2026-08-03,1,73,1.05,1,58.6,6248.3,76.3,28.3,143.0,0,1,0.2789,1.127,52.97
W_30c19def9adcb74f,ZONE_BLR_01,2026-08-10,1,73,1.05,1,58.6,6248.3,19.9,30.7,129.0,0,1,0.1415,1.033,43.33
W_30c19def9adcb74f,ZONE_BLR_01,2026-08-17,1,73,1.05,1,58.6,6248.3,31.4,29.9,146.57142857142858,1,1,0.2639,1.052,48.86
W_30c19def9adcb74f,ZONE_BLR_01,2026-08-24,1,73,1.05,1,58.6,6248.3,35.7,28.8,167.14285714285714,0,1,0.2057,1.06,46.97
W_30c19def9adcb74f,ZONE_BLR_01,2026-08-31,1,73,1.05,1,58.6,6248.3,13.2,30.8,142.71428571428572,1,1,0.2201,1.022,45.83
W_30c19def9adcb74f,ZONE_BLR_01,2026-09-07,1,73,1.05,1,58.6,6248.3,8.5,31.0,128.28571428571428,0,1,0.1153,1.014,41.56
W_30c19def9adcb74f,ZONE_BLR_01,2026-09-14,1,73,1.05,1,58.6,6248.3,33.1,30.8,137.5,0,1,0.1776,1.055,45.66
W_2ab23fbe3087d5c4,ZONE_BOM_01,2026-06-22,1,556,1.0,0,21.7,2439.22,24.8,31.1,184.0,0,1,0.1938,1.041,43.5
W_2ab23fbe3087d5c4,ZONE_BOM_01,2026-06-29,1,556,1.0,0,21.7,2439.22,493.0,28.6,147.0,6,1,1.0,1.822,79.0
W_2ab23fbe3087d5c4,ZONE_BOM_01,2026-07-06,1,556,1.0,0,21.7,2439.22,235.5,30.2,143.85714285714286,2,1,0.8044,1.392,79.0
W_2ab23fbe3087d5c4,ZONE_BOM_01,2026-07-13,1,556,1.0,0,21.7,2439.22,92.5,30.6,156.42857142857142,1,1,0.4088,1.154,56.9
W_2ab23fbe3087d5c4,ZONE_BOM_01,2026-07-20,1,556,1.0,0,21.7,2439.22,354.8,29.6,158.42857142857142,4,1,1.0,1.591,79.0
W_2ab23fbe3087d5c4,ZONE_BOM_01,2026-07-27,1,556,1.0,0,21.7,2439.22,120.9,29.6,151.42857142857142,0,1,0.3856,1.202,58.29
W_2ab23fbe3087d5c4,ZONE_BOM_01,2026-08-03,1,556,1.0,0,21.7,2439.22,76.8,29.7,139.0,0,1,0.277,1.128,50.42
W_2ab23fbe3087d5c4,ZONE_BOM_01,2026-08-10,1,556,1.0,0,21.7,2439.22,96.6,29.7,142.57142857142858,0,1,0.3243,1.161,53.81
W_2ab23fbe3087d5c4,ZONE_BOM_01,2026-08-17,1,556,1.0,0,21.7,2439.22,61.0,29.7,146.28571428571428,1,1,0.3303,1.102,51.31
W_2ab23fbe3087d5c4,ZONE_BOM_01,2026-08-24,1,556,1.0,0,21.7,2439.22,36.4,29.6,134.0,1,1,0.2657,1.061,47.0
W_2ab23fbe3087d5c4,ZONE_BOM_01,2026-08-31,1,556,1.0,0,21.7,2439.22,61.0,29.6,158.28571428571428,0,1,0.256,1.102,48.44
W_2ab23fbe3087d5c4,ZONE_BOM_01,2026-09-07,1,556,1.0,0,21.7,2439.22,52.9,30.0,169.57142857142858,0,1,0.2462,1.088,47.46
W_2ab23fbe3087d5c4,ZONE_BOM_01,2026-09-14,1,556,1.0,0,21.7,2439.22,23.3,30.0,162.0,0,1,0.1739,1.039,42.69
W_debaf724a7b4b70e,ZONE_BOM_01,2026-06-22,1,184,1.0,1,54.2,5666.94,24.8,31.1,184.0,0,1,0.1938,1.041,43.5
W_debaf724a7b4b70e,ZONE_BOM_01,2026-06-29,1,184,1.0,1,54.2,5666.94,493.0,28.6,147.0,6,1,1.0,1.822,79.0
W_debaf724a7b4b70e,ZONE_BOM_01,2026-07-06,1,184,1.0,1,54.2,5666.94,235.5,30.2,143.85714285714286,2,1,0.8044,1.392,79.0
W_debaf724a7b4b70e,ZONE_BOM_01,2026-07-13,1,184,1.0,1,54.2,5666.94,92.5,30.6,156.42857142857142,1,1,0.4088,1.154,56.9
W_debaf724a7b4b70e,ZONE_BOM_01,2026-07-20,1,184,1.0,1,54.2,5666.94,354.8,29.6,158.42857142857142,4,1,1.0,1.591,79.0
W_debaf724a7b4b70e,ZONE_BOM_01,2026-07-27,1,184,1.0,1,54.2,5666.94,120.9,29.6,151.42857142857142,0,1,0.3856,1.202,58.29
W_debaf724a7b4b70e,ZONE_BOM_01,2026-08-03,1,184,1.0,1,54.2,5666.94,76.8,29.7,139.0,0,1,0.277,1.128,50.42
W_debaf724a7b4b70e,ZONE_BOM_01,2026-08-10,1,184,1.0,1,54.2,5666.94,96.6,29.7,142.57142857142858,0,1,0.3243,1.161,53.81
W_debaf724a7b4b70e,ZONE_BOM_01,2026-08-17,1,184,1.0,1,54.2,5666.94,61.0,29.7,146.28571428571428,1,1,0.3303,1.102,51.31
W_debaf724a7b4b70e,ZONE_BOM_01,2026-08-24,1,184,1.0,1,54.2,5666.94,36.4,29.6,134.0,1,1,0.2657,1.061,47.0
W_debaf724a7b4b70e,ZONE_BOM_01,2026-08-31,1,184,1.0,1,54.2,5666.94,61.0,29.6,158.28571428571428,0,1,0.256,1.102,48.44
W_debaf724a7b4b70e,ZONE_BOM_01,2026-09-07,1,184,1.0,1,54.2,5666.94,52.9,30.0,169.57142857142858,0,1,0.2462,1.088,47.46
W_debaf724a7b4b70e,ZONE_BOM_01,2026-09-14,1,184,1.0,1,54.2,5666.94,23.3,30.0,162.0,0,1,0.1739,1.039,42.69
W_f3201ecf78f39792,ZONE_DEL_01,2026-06-22,1,304,1.05,1,50.4,5019.97,4.0,41.9,188.25,0,1,0.1502,1.007,42.57
W_f3201ecf78f39792,ZONE_DEL_01,2026-06-29,1,304,1.05,1,50.4,5019.97,20.0,41.7,157.71428571428572,0,1,0.1633,1.033,44.16
