claim_id,worker_id,zone_id,week_start_date,claim_timestamp,disruption_event_id,gps_deviation_score,device_id,device_id_reuse_count,syndicate_cluster_flag,weather_verification_discrepancy,claim_vs_event_gap_minutes,claims_per_worker_per_month,claimed_amount,approved_amount,is_fraud_label
CLM_80124,W_2d22569d6034337e,ZONE_DEL_01,2026-07-06,2026-07-11 00:10:00,EVT_ZONE_DEL_01_20260706,0.87,DEV_0f8e18c95e64,1,False,0.02,10,4,3274.35,3274.35,0
CLM_80125,W_2d22569d6034337e,ZONE_DEL_01,2026-07-20,2026-07-23 00:29:00,EVT_ZONE_DEL_01_20260720,0.69,DEV_0f8e18c95e64,1,False,0.04,29,1,800.87,800.87,0
CLM_80126,W_2d22569d6034337e,ZONE_DEL_01,2026-08-03,2026-08-04 01:06:00,EVT_ZONE_DEL_01_20260803,1.58,DEV_0f8e18c95e64,1,False,0.02,66,1,2744.69,2744.69,0
CLM_80127,W_2d22569d6034337e,ZONE_DEL_01,2026-08-17,2026-08-19 20:29:00,EVT_ZONE_DEL_01_20260817,1.13,DEV_0f8e18c95e64,1,False,0.08,1229,3,719.92,0.0,1
CLM_80128,W_0ad5761f7d7ef742,ZONE_DEL_01,2026-06-29,2026-07-01 00:08:00,EVT_ZONE_DEL_01_20260629,0.27,DEV_29b92c7af08b,1,False,0.05,8,1,317.58,317.58,0
CLM_80129,W_0ad5761f7d7ef742,ZONE_DEL_01,2026-07-06,2026-07-09 00:08:00,EVT_ZONE_DEL_01_20260706,0.39,DEV_29b92c7af08b,1,False,0.05,8,1,1384.21,1384.21,0
CLM_80130,W_0ad5761f7d7ef742,ZONE_DEL_01,2026-07-20,2026-07-22 00:15:00,EVT_ZONE_DEL_01_20260720,1.41,DEV_29b92c7af08b,1,False,0.02,15,1,387.25,387.25,0
CLM_80131,W_0ad5761f7d7ef742,ZONE_DEL_01,2026-08-03,2026-08-08 00:11:00,EVT_ZONE_DEL_01_20260803,2.87,DEV_29b92c7af08b,1,False,0.7,11,1,1118.36,0.0,1
CLM_80132,W_0ad5761f7d7ef742,ZONE_DEL_01,2026-08-17,2026-08-20 00:44:00,EVT_ZONE_DEL_01_20260817,0.68,DEV_29b92c7af08b,1,False,0.03,44,4,374.25,374.25,0
CLM_80133,W_7f2b8b2f12987677,ZONE_BLR_01,2026-06-29,2026-07-03 01:43:00,EVT_ZONE_BLR_01_20260629,2.43,DEV_587b6b4944e0,1,False,0.0,103,3,231.06,231.06,0
CLM_80134,W_7f2b8b2f12987677,ZONE_BLR_01,2026-07-20,2026-07-25 01:19:00,EVT_ZONE_BLR_01_20260720,1.85,DEV_587b6b4944e0,1,False,0.07,79,3,347.45,347.45,0
CLM_80135,W_7f2b8b2f12987677,ZONE_BLR_01,2026-08-03,2026-08-07 00:19:00,EVT_ZONE_BLR_01_20260803,0.35,DEV_587b6b4944e0,1,False,0.04,19,2,396.38,396.38,0
CLM_80136,W_7f2b8b2f12987677,ZONE_BLR_01,2026-08-17,2026-08-21 00:06:00,EVT_ZONE_BLR_01_20260817,0.67,DEV_587b6b4944e0,1,False,0.08,6,1,278.04,278.04,0
CLM_80137,W_fe0470c7deaf52e8,ZONE_HYD_01,2026-07-13,2026-07-15 00:28:00,EVT_ZONE_HYD_01_20260713,1.89,DEV_de85af00fba9,1,False,0.02,28,3,533.29,533.29,0
CLM_80138,W_fe0470c7deaf52e8,ZONE_HYD_01,2026-07-27,2026-08-01 01:28:00,EVT_ZONE_HYD_01_20260727,0.39,DEV_de85af00fba9,1,False,0.0,88,2,576.61,576.61,0
CLM_80139,W_fe0470c7deaf52e8,ZONE_HYD_01,2026-08-17,2026-08-21 01:20:00,EVT_ZONE_HYD_01_20260817,40.51,DEV_de85af00fba9,1,False,0.03,80,2,799.35,0.0,1
CLM_80140,W_fe0470c7deaf52e8,ZONE_HYD_01,2026-09-07,2026-09-08 13:22:00,EVT_ZONE_HYD_01_20260907,0.71,DEV_de85af00fba9,1,False,0.08,802,3,388.95,0.0,1
CLM_80141,W_7e05a7b9838db15e,ZONE_HYD_01,2026-07-13,2026-07-17 00:18:00,EVT_ZONE_HYD_01_20260713,1.12,DEV_4212fc7ebea0,1,False,0.01,18,2,618.07,618.07,0
CLM_80142,W_7e05a7b9838db15e,ZONE_HYD_01,2026-07-27,2026-07-30 00:47:00,EVT_ZONE_HYD_01_20260727,1.9,DEV_4212fc7ebea0,1,False,0.92,47,2,646.76,0.0,1
CLM_80143,W_7e05a7b9838db15e,ZONE_HYD_01,2026-08-17,2026-08-21 00:26:00,EVT_ZONE_HYD_01_20260817,3.93,DEV_4212fc7ebea0,1,False,0.98,26,3,759.12,0.0,1
CLM_80144,W_7e05a7b9838db15e,ZONE_HYD_01,2026-09-07,2026-09-10 00:49:00,EVT_ZONE_HYD_01_20260907,1.37,DEV_4212fc7ebea0,1,False,0.02,49,1,514.23,514.23,0
CLM_80145,W_b75e4da4b81942bc,ZONE_BOM_01,2026-06-29,2026-07-04 00:29:00,EVT_ZONE_BOM_01_20260629,0.2,DEV_cb29ab4bbd5d,1,False,0.08,29,1,2965.24,2965.24,0
CLM_80146,W_b75e4da4b81942bc,ZONE_BOM_01,2026-07-06,2026-07-10 00:50:00,EVT_ZONE_BOM_01_20260706,0.74,DEV_cb29ab4bbd5d,1,False,0.09,50,1,2952.96,2952.96,0
CLM_80147,W_b75e4da4b81942bc,ZONE_BOM_01,2026-07-13,2026-07-18 00:10:00,EVT_ZONE_BOM_01_20260713,0.75,DEV_cb29ab4bbd5d,1,False,0.0,10,5,1224.45,1224.45,0
CLM_80148,W_b75e4da4b81942bc,ZONE_BOM_01,2026-07-20,2026-07-23 00:06:00,EVT_ZONE_BOM_01_20260720,1.28,DEV_cb29ab4bbd5d,1,False,0.05,6,3,2961.48,2961.48,0
CLM_80149,W_b75e4da4b81942bc,ZONE_BOM_01,2026-07-27,2026-07-29 01:55:00,EVT_ZONE_BOM_01_20260727,2.12,DEV_cb29ab4bbd5d,1,False,0.84,115,2,2103.45,0.0,1
CLM_80150,W_b75e4da4b81942bc,ZONE_BOM_01,2026-08-03,2026-08-07 01:54:00,EVT_ZONE_BOM_01_20260803,1.05,DEV_cb29ab4bbd5d,1,False,0.02,114,2,1573.2,1573.2,0
CLM_80151,W_b75e4da4b81942bc,ZONE_BOM_01,2026-08-10,2026-08-12 00:16:00,EVT_ZONE_BOM_01_20260810,0.67,DEV_cb29ab4bbd5d,1,False,0.07,16,1,787.66,787.66,0
CLM_80152,W_b75e4da4b81942bc,ZONE_BOM_01,2026-08-17,2026-08-22 01:07:00,EVT_ZONE_BOM_01_20260817,1.07,DEV_cb29ab4bbd5d,1,False,0.01,67,2,1770.13,1770.13,0
CLM_80153,W_8f7bc390ef77a6ed,ZONE_MAA_01,2026-07-06,2026-07-07 01:42:00,EVT_ZONE_MAA_01_20260706,1.42,DEV_5cbed3c32105,1,False,0.09,102,3,401.49,401.49,0
CLM_80154,W_8f7bc390ef77a6ed,ZONE_MAA_01,2026-09-14,2026-09-19 00:16:00,EVT_ZONE_MAA_01_20260914,0.8,DEV_5cbed3c32105,1,False,0.09,16,1,407.27,407.27,0
CLM_80155,W_fbb5ef8af78d1c37,ZONE_MAA_01,2026-07-06,2026-07-11 02:13:00,EVT_ZONE_MAA_01_20260706,0.5,DEV_42eb6e53242c,1,False,0.05,133,2,386.08,386.08,0
CLM_80156,W_fbb5ef8af78d1c37,ZONE_MAA_01,2026-09-14,2026-09-17 01:02:00,EVT_ZONE_MAA_01_20260914,0.3,DEV_42eb6e53242c,1,False,0.06,62,2,370.72,370.72,0
CLM_80157,W_44ba6a5a94b29722,ZONE_BOM_01,2026-06-29,2026-07-04 00:47:00,EVT_ZONE_BOM_01_20260629,4.98,DEV_a647aa053f6b,1,False,0.09,47,1,3492.47,3492.47,0
CLM_80158,W_44ba6a5a94b29722,ZONE_BOM_01,2026-07-06,2026-07-09 01:29:00,EVT_ZONE_BOM_01_20260706,0.2,DEV_a647aa053f6b,1,False,0.07,89,2,3382.46,3382.46,0
CLM_80159,W_44ba6a5a94b29722,ZONE_BOM_01,2026-07-13,2026-07-14 00:11:00,EVT_ZONE_BOM_01_20260713,1.94,DEV_a647aa053f6b,1,False,0.04,11,3,1379.0,1379.0,0
CLM_80160,W_44ba6a5a94b29722,ZONE_BOM_01,2026-07-20,2026-07-21 00:46:00,EVT_ZONE_BOM_01_20260720,2.37,DEV_a647aa053f6b,1,False,0.03,46,2,3445.39,3445.39,0
CLM_80161,W_44ba6a5a94b29722,ZONE_BOM_01,2026-07-27,2026-07-31 00:28:00,EVT_ZONE_BOM_01_20260727,0.82,DEV_a647aa053f6b,1,False,0.09,28,1,1925.22,1925.22,0
CLM_80162,W_44ba6a5a94b29722,ZONE_BOM_01,2026-08-03,2026-08-06 00:13:00,EVT_ZONE_BOM_01_20260803,0.26,DEV_a647aa053f6b,1,False,0.02,13,1,1835.44,1835.44,0
CLM_80163,W_44ba6a5a94b29722,ZONE_BOM_01,2026-08-10,2026-08-12 03:34:00,EVT_ZONE_BOM_01_20260810,0.76,DEV_a647aa053f6b,1,False,0.04,214,2,1221.07,1221.07,0
CLM_80164,W_44ba6a5a94b29722,ZONE_BOM_01,2026-08-17,2026-08-20 01:38:00,EVT_ZONE_BOM_01_20260817,1.21,DEV_a647aa053f6b,1,False,0.01,98,3,2168.23,2168.23,0
CLM_80165,W_2d25d41da2176452,ZONE_HYD_01,2026-07-13,2026-07-15 01:33:00,EVT_ZONE_HYD_01_20260713,2.26,DEV_26902024c14d,1,False,0.03,93,1,630.38,630.38,0
CLM_80166,W_2d25d41da2176452,ZONE_HYD_01,2026-07-27,2026-08-01 00:39:00,EVT_ZONE_HYD_01_20260727,1.4,DEV_26902024c14d,1,False,0.04,39,2,609.45,609.45,0
CLM_80167,W_2d25d41da2176452,ZONE_HYD_01,2026-08-17,2026-08-18 00:24:00,EVT_ZONE_HYD_01_20260817,1.96,DEV_26902024c14d,1,False,0.05,24,3,836.66,836.66,0
CLM_80168,W_2d25d41da2176452,ZONE_HYD_01,2026-09-07,2026-09-09 00:14:00,EVT_ZONE_HYD_01_20260907,1.05,DEV_26902024c14d,1,False,0.05,14,3,765.5,765.5,0
CLM_80169,W_a7415d1d0a8e7157,ZONE_HYD_01,2026-07-13,2026-07-15 00:17:00,EVT_ZONE_HYD_01_20260713,0.64,DEV_7ea1fee1eef5,1,False,0.03,17,2,299.63,299.63,0
CLM_80170,W_a7415d1d0a8e7157,ZONE_HYD_01,2026-07-27,2026-07-31 00:51:00,EVT_ZONE_HYD_01_20260727,0.95,DEV_7ea1fee1eef5,1,False,0.1,51,2,446.12,446.12,0
CLM_80171,W_a7415d1d0a8e7157,ZONE_HYD_01,2026-08-17,2026-08-18 01:26:00,EVT_ZONE_HYD_01_20260817,0.97,DEV_7ea1fee1eef5,1,False,0.1,86,3,500.95,500.95,0
CLM_80172,W_a7415d1d0a8e7157,ZONE_HYD_01,2026-09-07,2026-09-12 00:15:00,EVT_ZONE_HYD_01_20260907,0.01,DEV_7ea1fee1eef5,1,False,0.09,15,3,293.36,293.36,0
CLM_80173,W_d0aa81eeb84cae89,ZONE_BOM_01,2026-06-29,2026-07-03 00:13:00,EVT_ZONE_BOM_01_20260629,0.72,DEV_f6a86040e84e,1,False,0.02,13,1,2505.41,2505.41,0
CLM_80174,W_d0aa81eeb84cae89,ZONE_BOM_01,2026-07-06,2026-07-10 00:56:00,EVT_ZONE_BOM_01_20260706,0.74,DEV_f6a86040e84e,1,False,0.09,56,2,2125.37,2125.37,0
CLM_80175,W_d0aa81eeb84cae89,ZONE_BOM_01,2026-07-13,2026-07-18 01:14:00,EVT_ZONE_BOM_01_20260713,0.33,DEV_f6a86040e84e,1,False,0.04,74,2,925.39,925.39,0
CLM_80176,W_d0aa81eeb84cae89,ZONE_BOM_01,2026-07-20,2026-07-25 00:15:00,EVT_ZONE_BOM_01_20260720,0.43,DEV_f6a86040e84e,1,False,0.05,15,3,2507.22,2507.22,0
CLM_80177,W_d0aa81eeb84cae89,ZONE_BOM_01,2026-07-27,2026-07-30 00:27:00,EVT_ZONE_BOM_01_20260727,0.63,DEV_f6a86040e84e,1,False,0.04,27,1,1150.63,1150.63,0
CLM_80178,W_d0aa81eeb84cae89,ZONE_BOM_01,2026-08-03,2026-08-05 00:39:00,EVT_ZONE_BOM_01_20260803,1.0,DEV_f6a86040e84e,1,False,0.09,39,1,1310.56,1310.56,0
CLM_80179,W_d0aa81eeb84cae89,ZONE_BOM_01,2026-08-10,2026-08-14 00:27:00,EVT_ZONE_BOM_01_20260810,0.48,DEV_f6a86040e84e,1,False,0.06,27,3,696.56,696.56,0
CLM_80180,W_d0aa81eeb84cae89,ZONE_BOM_01,2026-08-17,2026-08-22 02:06:00,EVT_ZONE_BOM_01_20260817,1.63,DEV_f6a86040e84e,1,False,0.02,126,2,1491.44,1491.44,0
CLM_80181,W_19de3fcfd11cddb9,ZONE_BOM_01,2026-06-29,2026-07-01 01:43:00,EVT_ZONE_BOM_01_20260629,5.47,DEV_97676ae0631e,1,False,0.06,103,3,1649.69,1649.69,0
CLM_80182,W_19de3fcfd11cddb9,ZONE_BOM_01,2026-07-06,2026-07-09 01:49:00,EVT_ZONE_BOM_01_20260706,1.56,DEV_97676ae0631e,1,False,0.05,109,4,1285.31,1285.31,0
CLM_80183,W_19de3fcfd11cddb9,ZONE_BOM_01,2026-07-13,2026-07-14 01:11:00,EVT_ZONE_BOM_01_20260713,0.61,DEV_97676ae0631e,1,False,0.0,71,3,836.28,836.28,0
CLM_80184,W_19de3fcfd11cddb9,ZONE_BOM_01,2026-07-20,2026-07-24 02:56:00,EVT_ZONE_BOM_01_20260720,1.0,DEV_97676ae0631e,1,False,0.07,176,2,1645.97,1645.97,0
CLM_80185,W_19de3fcfd11cddb9,ZONE_BOM_01,2026-07-27,2026-07-31 01:36:00,EVT_ZONE_BOM_01_20260727,0.55,DEV_97676ae0631e,1,False,0.08,96,2,840.29,840.29,0
CLM_80186,W_19de3fcfd11cddb9,ZONE_BOM_01,2026-08-03,2026-08-07 02:29:00,EVT_ZONE_BOM_01_20260803,2.48,DEV_97676ae0631e,1,False,0.01,149,3,542.15,542.15,0
CLM_80187,W_19de3fcfd11cddb9,ZONE_BOM_01,2026-08-10,2026-08-15 00:39:00,EVT_ZONE_BOM_01_20260810,1.86,DEV_97676ae0631e,1,False,0.09,39,1,346.98,346.98,0
CLM_80188,W_19de3fcfd11cddb9,ZONE_BOM_01,2026-08-17,2026-08-19 00:40:00,EVT_ZONE_BOM_01_20260817,0.44,DEV_97676ae0631e,1,False,0.1,40,1,1008.32,1008.32,0
CLM_80189,W_7c0fe1dbaf8590e4,ZONE_HYD_01,2026-07-13,2026-07-15 02:36:00,EVT_ZONE_HYD_01_20260713,3.07,DEV_52ead082e98b,1,False,0.01,156,3,507.32,507.32,0
CLM_80190,W_7c0fe1dbaf8590e4,ZONE_HYD_01,2026-07-27,2026-08-02 23:51:00,EVT_ZONE_HYD_01_20260727,0.32,DEV_52ead082e98b,1,False,0.01,2871,1,820.39,0.0,1
CLM_80191,W_7c0fe1dbaf8590e4,ZONE_HYD_01,2026-08-17,2026-08-21 00:31:00,EVT_ZONE_HYD_01_20260817,1.23,DEV_52ead082e98b,1,False,0.05,31,2,676.34,676.34,0
CLM_80192,W_7c0fe1dbaf8590e4,ZONE_HYD_01,2026-09-07,2026-09-08 00:15:00,EVT_ZONE_HYD_01_20260907,1.46,DEV_52ead082e98b,1,False,0.09,15,2,499.13,499.13,0
CLM_80193,W_23011d139948d52c,ZONE_DEL_01,2026-06-29,2026-07-01 00:37:00,EVT_ZONE_DEL_01_20260629,1.51,DEV_11c7ebdb3e3c,1,False,0.04,37,3,384.32,384.32,0
CLM_80194,W_23011d139948d52c,ZONE_DEL_01,2026-07-06,2026-07-11 00:54:00,EVT_ZONE_DEL_01_20260706,1.37,DEV_11c7ebdb3e3c,1,False,0.04,54,2,2380.92,2380.92,0
CLM_80195,W_23011d139948d52c,ZONE_DEL_01,2026-07-20,2026-07-22 03:26:00,EVT_ZONE_DEL_01_20260720,3.16,DEV_11c7ebdb3e3c,1,False,0.08,206,2,641.96,641.96,0
CLM_80196,W_23011d139948d52c,ZONE_DEL_01,2026-08-03,2026-08-04 00:51:00,EVT_ZONE_DEL_01_20260803,1.8,DEV_11c7ebdb3e3c,1,False,0.04,51,1,1961.91,1961.91,0
CLM_80197,W_23011d139948d52c,ZONE_DEL_01,2026-08-17,2026-08-21 00:43:00,EVT_ZONE_DEL_01_20260817,0.7,DEV_11c7ebdb3e3c,1,False,0.07,43,1,455.86,455.86,0
CLM_80198,W_3c0e64a301ae5edc,ZONE_DEL_01,2026-06-29,2026-07-03 01:09:00,EVT_ZONE_DEL_01_20260629,1.08,DEV_3681a794e73a,1,False,0.05,69,1,423.13,423.13,0
CLM_80199,W_3c0e64a301ae5edc,ZONE_DEL_01,2026-07-06,2026-07-07 01:11:00,EVT_ZONE_DEL_01_20260706,1.19,DEV_3681a794e73a,1,False,0.09,71,2,2360.84,2360.84,0
CLM_80200,W_3c0e64a301ae5edc,ZONE_DEL_01,2026-07-20,2026-07-21 00:33:00,EVT_ZONE_DEL_01_20260720,0.56,DEV_3681a794e73a,1,False,0.01,33,3,766.16,766.16,0
CLM_80201,W_3c0e64a301ae5edc,ZONE_DEL_01,2026-08-03,2026-08-08 00:08:00,EVT_ZONE_DEL_01_20260803,1.47,DEV_3681a794e73a,1,False,0.03,8,3,2347.79,2347.79,0
CLM_80202,W_3c0e64a301ae5edc,ZONE_DEL_01,2026-08-17,2026-08-19 00:12:00,EVT_ZONE_DEL_01_20260817,0.92,DEV_3681a794e73a,1,False,0.02,12,1,680.6,680.6,0
CLM_80203,W_b237d83a4d2a0e7d,ZONE_DEL_01,2026-06-29,2026-07-01 00:40:00,EVT_ZONE_DEL_01_20260629,0.84,DEV_9e5548a2cf17,1,False,0.06,40,1,569.11,569.11,0
CLM_80204,W_b237d83a4d2a0e7d,ZONE_DEL_01,2026-07-06,2026-07-11 00:27:00,EVT_ZONE_DEL_01_20260706,3.24,DEV_9e5548a2cf17,1,False,0.08,27,1,2964.98,2964.98,0
CLM_80205,W_b237d83a4d2a0e7d,ZONE_DEL_01,2026-07-20,2026-07-25 00:55:00,EVT_ZONE_DEL_01_20260720,1.22,DEV_9e5548a2cf17,1,False,0.02,55,3,783.46,783.46,0
CLM_80206,W_b237d83a4d2a0e7d,ZONE_DEL_01,2026-08-03,2026-08-05 00:30:00,EVT_ZONE_DEL_01_20260803,0.87,DEV_9e5548a2cf17,1,False,0.05,30,1,2269.81,2269.81,0
CLM_80207,W_b237d83a4d2a0e7d,ZONE_DEL_01,2026-08-17,2026-08-18 00:52:00,EVT_ZONE_DEL_01_20260817,1.71,DEV_9e5548a2cf17,1,False,0.02,52,4,492.94,492.94,0
CLM_80208,W_0bcb7f8dc0134fd1,ZONE_MAA_01,2026-07-06,2026-07-11 00:29:00,EVT_ZONE_MAA_01_20260706,4.7,DEV_3637123358c8,1,False,0.04,29,1,311.88,311.88,0
CLM_80209,W_0bcb7f8dc0134fd1,ZONE_MAA_01,2026-09-14,2026-09-16 00:23:00,EVT_ZONE_MAA_01_20260914,1.12,DEV_3637123358c8,1,False,0.08,23,1,262.44,262.44,0
CLM_80210,W_efb187f43ff6fab9,ZONE_MAA_01,2026-07-06,2026-07-09 00:09:00,EVT_ZONE_MAA_01_20260706,3.06,DEV_92f663704821,1,False,0.04,9,2,207.08,207.08,0
CLM_80211,W_efb187f43ff6fab9,ZONE_MAA_01,2026-09-14,2026-09-18 00:17:00,EVT_ZONE_MAA_01_20260914,0.95,DEV_92f663704821,1,False,0.09,17,4,206.11,206.11,0
CLM_80212,W_c9343b30f4467310,ZONE_DEL_01,2026-06-29,2026-07-02 00:18:00,EVT_ZONE_DEL_01_20260629,1.62,DEV_49f5694c91a1,1,False,0.08,18,3,207.82,207.82,0
CLM_80213,W_c9343b30f4467310,ZONE_DEL_01,2026-07-06,2026-07-09 00:54:00,EVT_ZONE_DEL_01_20260706,0.32,DEV_49f5694c91a1,1,False,0.04,54,4,1503.96,1503.96,0
CLM_80214,W_c9343b30f4467310,ZONE_DEL_01,2026-07-20,2026-07-24 00:27:00,EVT_ZONE_DEL_01_20260720,0.52,DEV_49f5694c91a1,1,False,0.09,27,1,441.45,441.45,0
CLM_80215,W_c9343b30f4467310,ZONE_DEL_01,2026-08-03,2026-08-04 00:14:00,EVT_ZONE_DEL_01_20260803,1.01,DEV_49f5694c91a1,1,False,0.03,14,1,1216.61,1216.61,0
CLM_80216,W_c9343b30f4467310,ZONE_DEL_01,2026-08-17,2026-08-19 01:00:00,EVT_ZONE_DEL_01_20260817,0.81,DEV_49f5694c91a1,1,False,0.02,60,5,198.32,198.32,0
CLM_80217,W_d7c92b49ddff2b6b,ZONE_DEL_01,2026-06-29,2026-06-30 01:40:00,EVT_ZONE_DEL_01_20260629,0.87,DEV_9862a3887e34,1,False,0.05,100,2,474.24,474.24,0
CLM_80218,W_d7c92b49ddff2b6b,ZONE_DEL_01,2026-07-06,2026-07-10 19:36:00,EVT_ZONE_DEL_01_20260706,3.28,DEV_9862a3887e34,1,False,0.01,2616,2,2505.78,0.0,1
CLM_80219,W_d7c92b49ddff2b6b,ZONE_DEL_01,2026-07-20,2026-07-25 00:05:00,EVT_ZONE_DEL_01_20260720,0.35,DEV_9862a3887e34,1,False,0.06,5,1,831.18,831.18,0
CLM_80220,W_d7c92b49ddff2b6b,ZONE_DEL_01,2026-08-03,2026-08-06 14:44:00,EVT_ZONE_DEL_01_20260803,0.89,DEV_9862a3887e34,1,False,0.05,2324,2,2723.88,0.0,1
CLM_80221,W_d7c92b49ddff2b6b,ZONE_DEL_01,2026-08-17,2026-08-22 00:31:00,EVT_ZONE_DEL_01_20260817,0.43,DEV_9862a3887e34,1,False,0.0,31,2,370.36,370.36,0
CLM_80222,W_19ad745c3995d6f0,ZONE_BOM_01,2026-06-29,2026-07-04 00:06:00,EVT_ZONE_BOM_01_20260629,0.65,DEV_2daf20211d7a,1,False,0.09,6,2,1309.05,1309.05,0
CLM_80223,W_19ad745c3995d6f0,ZONE_BOM_01,2026-07-06,2026-07-07 00:06:00,EVT_ZONE_BOM_01_20260706,0.74,DEV_2daf20211d7a,1,False,0.78,6,3,1135.11,0.0,1
CLM_80224,W_19ad745c3995d6f0,ZONE_BOM_01,2026-07-13,2026-07-15 00:17:00,EVT_ZONE_BOM_01_20260713,0.02,DEV_2daf20211d7a,1,False,0.08,17,1,575.18,575.18,0
CLM_80225,W_19ad745c3995d6f0,ZONE_BOM_01,2026-07-20,2026-07-23 00:46:00,EVT_ZONE_BOM_01_20260720,0.51,DEV_2daf20211d7a,1,False,0.07,46,2,1315.22,1315.22,0
CLM_80226,W_19ad745c3995d6f0,ZONE_BOM_01,2026-07-27,2026-08-01 00:06:00,EVT_ZONE_BOM_01_20260727,1.49,DEV_2daf20211d7a,1,False,0.02,6,2,589.28,589.28,0
CLM_80227,W_19ad745c3995d6f0,ZONE_BOM_01,2026-08-03,2026-08-06 00:38:00,EVT_ZONE_BOM_01_20260803,0.08,DEV_2daf20211d7a,1,False,0.05,38,1,600.61,600.61,0
CLM_80228,W_19ad745c3995d6f0,ZONE_BOM_01,2026-08-10,2026-08-12 00:05:00,EVT_ZONE_BOM_01_20260810,1.77,DEV_2daf20211d7a,1,False,0.08,5,1,230.78,230.78,0
CLM_80229,W_19ad745c3995d6f0,ZONE_BOM_01,2026-08-17,2026-08-19 00:22:00,EVT_ZONE_BOM_01_20260817,1.87,DEV_2daf20211d7a,1,False,0.04,22,1,847.59,847.59,0
CLM_80230,W_e4d6b1a96865b125,ZONE_BOM_01,2026-06-29,2026-07-01 00:51:00,EVT_ZONE_BOM_01_20260629,0.22,DEV_763c19d0e975,1,False,0.03,51,3,3891.81,3891.81,0
CLM_80231,W_e4d6b1a96865b125,ZONE_BOM_01,2026-07-06,2026-07-08 01:11:00,EVT_ZONE_BOM_01_20260706,1.36,DEV_763c19d0e975,1,False,0.0,71,1,3265.63,3265.63,0
CLM_80232,W_e4d6b1a96865b125,ZONE_BOM_01,2026-07-13,2026-07-18 00:07:00,EVT_ZONE_BOM_01_20260713,0.29,DEV_763c19d0e975,1,False,0.06,7,2,1532.71,1532.71,0
CLM_80233,W_e4d6b1a96865b125,ZONE_BOM_01,2026-07-20,2026-07-25 00:36:00,EVT_ZONE_BOM_01_20260720,1.71,DEV_763c19d0e975,1,False,0.06,36,2,3857.84,3857.84,0
CLM_80234,W_e4d6b1a96865b125,ZONE_BOM_01,2026-07-27,2026-07-29 19:03:00,EVT_ZONE_BOM_01_20260727,2.52,DEV_763c19d0e975,1,False,0.02,1143,1,1786.48,0.0,1
CLM_80235,W_e4d6b1a96865b125,ZONE_BOM_01,2026-08-03,2026-08-07 02:02:00,EVT_ZONE_BOM_01_20260803,2.74,DEV_763c19d0e975,1,False,0.03,122,1,1728.24,1728.24,0
CLM_80236,W_e4d6b1a96865b125,ZONE_BOM_01,2026-08-10,2026-08-11 00:13:00,EVT_ZONE_BOM_01_20260810,0.87,DEV_763c19d0e975,1,False,0.05,13,1,1110.24,1110.24,0
CLM_80237,W_e4d6b1a96865b125,ZONE_BOM_01,2026-08-17,2026-08-22 00:15:00,EVT_ZONE_BOM_01_20260817,0.4,DEV_763c19d0e975,1,False,0.03,15,3,2439.99,2439.99,0
CLM_80238,W_0be024ebb1180e4f,ZONE_MAA_01,2026-07-06,2026-07-08 01:44:00,EVT_ZONE_MAA_01_20260706,3.52,DEV_6c5f0dd2186a,1,False,0.65,104,2,396.33,0.0,1
CLM_80239,W_0be024ebb1180e4f,ZONE_MAA_01,2026-09-14,2026-09-18 00:28:00,EVT_ZONE_MAA_01_20260914,0.19,DEV_6c5f0dd2186a,1,False,0.01,28,3,548.13,548.13,0
CLM_80240,W_7409fa98753c15e8,ZONE_BLR_01,2026-06-29,2026-07-03 00:07:00,EVT_ZONE_BLR_01_20260629,0.71,DEV_88643d5364a9,1,False,0.09,7,2,556.17,556.17,0
CLM_80241,W_7409fa98753c15e8,ZONE_BLR_01,2026-07-20,2026-07-23 00:28:00,EVT_ZONE_BLR_01_20260720,32.72,DEV_88643d5364a9,1,False,0.09,28,4,542.85,0.0,1
CLM_80242,W_7409fa98753c15e8,ZONE_BLR_01,2026-08-03,2026-08-06 00:41:00,EVT_ZONE_BLR_01_20260803,0.56,DEV_88643d5364a9,1,False,0.1,41,6,798.74,798.74,0
CLM_80243,W_7409fa98753c15e8,ZONE_BLR_01,2026-08-17,2026-08-20 00:14:00,EVT_ZONE_BLR_01_20260817,5.43,DEV_88643d5364a9,1,False,0.08,14,2,322.02,322.02,0
CLM_80244,W_e9981c8467200278,ZONE_HYD_01,2026-07-13,2026-07-18 00:51:00,EVT_ZONE_HYD_01_20260713,0.17,DEV_da5efa67886e,1,False,0.08,51,3,220.74,220.74,0
CLM_80245,W_e9981c8467200278,ZONE_HYD_01,2026-07-27,2026-07-30 00:43:00,EVT_ZONE_HYD_01_20260727,1.0,DEV_da5efa67886e,1,False,0.03,43,2,337.96,337.96,0
CLM_80246,W_e9981c8467200278,ZONE_HYD_01,2026-08-17,2026-08-21 00:47:00,EVT_ZONE_HYD_01_20260817,0.83,DEV_da5efa67886e,1,False,0.04,47,2,328.99,328.99,0
CLM_80247,W_e9981c8467200278,ZONE_HYD_01,2026-09-07,2026-09-12 00:24:00,EVT_ZONE_HYD_01_20260907,0.87,DEV_da5efa67886e,1,False,0.03,24,1,269.68,269.68,0
