worker_id,zone_id,city,zone_tier,persona_category,vehicle_type,vulnerability_score,tenure_days,work_pattern_type,avg_active_hours_per_week,avg_active_days_per_month,historical_weekly_income,rating
W_37ec96cc5011b423,ZONE_BOM_01,Mumbai,Metro,Food_Delivery,Scooter,1.0,603,Full-Time,58.6,22,6704.75,3.9
W_514ba337844413ad,ZONE_BLR_01,Bangalore,Metro,E_Commerce,Bike,1.2,1224,Full-Time,55.4,24,5564.88,4.41
W_281e53a033d40ee3,ZONE_BOM_01,Mumbai,Metro,Q_Commerce,Scooter,1.0,28,Full-Time,47.1,28,4692.43,5.0
W_9cdf237c48dd25f3,ZONE_BOM_01,Mumbai,Metro,Food_Delivery,Scooter,1.0,166,Part-Time,24.0,17,2644.31,4.69
W_3a23c9187ff0abfa,ZONE_DEL_01,Delhi_NCR,Metro,E_Commerce,Scooter,1.0,252,Full-Time,50.0,22,5520.28,5.0
W_cb4616b01f45e042,ZONE_MAA_01,Chennai,Metro,Food_Delivery,Bike,1.2,78,Full-Time,65.7,25,6276.54,4.61
W_9d48291baa09deef,ZONE_DEL_01,Delhi_NCR,Metro,E_Commerce,Scooter,1.0,91,Full-Time,48.3,27,5077.35,5.0
W_f5412363b47f900d,ZONE_MAA_01,Chennai,Metro,Q_Commerce,Scooter,1.0,141,Full-Time,49.9,24,5108.61,4.82
W_3386a59b9c0a2aae,ZONE_BOM_01,Mumbai,Metro,Food_Delivery,Scooter,1.0,373,Full-Time,55.0,25,5957.6,4.7
W_873f8ac4b9526329,ZONE_MAA_01,Chennai,Metro,Food_Delivery,Bicycle,1.8,171,Full-Time,45.5,24,4018.17,4.58
W_d34e33ebd708cab1,ZONE_BLR_01,Bangalore,Metro,Food_Delivery,Bicycle,1.8,626,Part-Time,22.0,12,2147.42,4.18
W_264dd3c395bc2451,ZONE_BOM_01,Mumbai,Metro,Food_Delivery,Bike,1.2,41,Full-Time,48.4,25,5190.95,4.59
W_3851cbf9484039fd,ZONE_BLR_01,Bangalore,Metro,Food_Delivery,Bicycle,1.8,199,Full-Time,61.1,26,5629.17,4.54
W_2c68e6f080b848c7,ZONE_BLR_01,Bangalore,Metro,Q_Commerce,Scooter,1.0,257,Full-Time,60.1,25,6535.72,4.7
W_f645fd9efe1240f5,ZONE_DEL_01,Delhi_NCR,Metro,Q_Commerce,Bike,1.2,566,Part-Time,19.1,15,1834.04,4.95
W_7b5f20e591e32066,ZONE_DEL_01,Delhi_NCR,Metro,Food_Delivery,Bike,1.2,59,Full-Time,42.8,25,4508.12,4.31
W_eaa55ea6b2dd6b5a,ZONE_BOM_01,Mumbai,Metro,Food_Delivery,Scooter,1.0,241,Part-Time,19.3,10,2001.97,4.32
W_8d66499a52e9e594,ZONE_BLR_01,Bangalore,Metro,Q_Commerce,Scooter,1.0,26,Part-Time,21.8,20,2264.86,4.39
W_1d754e2690582565,ZONE_BLR_01,Bangalore,Metro,E_Commerce,Scooter,1.0,41,Full-Time,53.3,25,5657.45,4.72
W_535007592ece7574,ZONE_MAA_01,Chennai,Metro,Q_Commerce,Scooter,1.0,458,Part-Time,26.2,18,2855.26,4.36
W_22dceba1048f7f9f,ZONE_BLR_01,Bangalore,Metro,Food_Delivery,Scooter,1.0,157,Full-Time,62.7,26,6365.08,4.54
W_bcac97c7dc74e96b,ZONE_BOM_01,Mumbai,Metro,Food_Delivery,Bike,1.2,121,Part-Time,32.0,17,3030.41,4.44
W_3cd0a8ccfe7b0aef,ZONE_MAA_01,Chennai,Metro,Food_Delivery,Bicycle,1.8,312,Part-Time,22.6,16,2166.26,4.55
W_2ca3fca94dcc3868,ZONE_MAA_01,Chennai,Metro,Food_Delivery,Scooter,1.0,327,Part-Time,26.1,18,2684.31,4.5
W_21e5f0fa359b064e,ZONE_HYD_01,Hyderabad,Metro,E_Commerce,Scooter,1.0,59,Full-Time,49.2,22,5690.06,4.7
W_fe57a5c12bf8a432,ZONE_DEL_01,Delhi_NCR,Metro,E_Commerce,Scooter,1.0,332,Full-Time,46.6,26,5284.72,4.46
W_20541588942f189c,ZONE_HYD_01,Hyderabad,Metro,Food_Delivery,Bike,1.2,102,Full-Time,48.4,25,4747.26,4.69
W_4191324fcc89de5b,ZONE_DEL_01,Delhi_NCR,Metro,Food_Delivery,Scooter,1.0,127,Part-Time,27.3,15,2894.24,4.71
W_9c08dd861479a8c2,ZONE_HYD_01,Hyderabad,Metro,E_Commerce,Bike,1.2,683,Full-Time,56.6,27,6211.45,4.98
W_60cf4047962e17f3,ZONE_BOM_01,Mumbai,Metro,Food_Delivery,Bike,1.2,33,Part-Time,30.3,17,2948.51,5.0
W_832c807f831f172c,ZONE_MAA_01,Chennai,Metro,Food_Delivery,Scooter,1.0,72,Part-Time,30.9,15,3546.01,4.82
W_c7d8708e6d8df9e1,ZONE_BLR_01,Bangalore,Metro,E_Commerce,Scooter,1.0,25,Part-Time,24.4,18,2532.51,4.91
W_a7883198270353c0,ZONE_HYD_01,Hyderabad,Metro,Food_Delivery,Scooter,1.0,122,Full-Time,58.0,26,6600.24,4.45
W_5d6a8bde2fe4ea03,ZONE_BOM_01,Mumbai,Metro,Q_Commerce,Bike,1.2,34,Full-Time,51.5,26,4994.55,4.26
W_f4470ec81aeb9bab,ZONE_BOM_01,Mumbai,Metro,Q_Commerce,Bike,1.2,149,Full-Time,66.8,26,6957.37,5.0
W_f1f1fac7d9116b07,ZONE_DEL_01,Delhi_NCR,Metro,Food_Delivery,Bike,1.2,24,Full-Time,56.7,28,5336.92,4.72
W_76ead4db0148350b,ZONE_HYD_01,Hyderabad,Metro,Food_Delivery,Scooter,1.0,258,Full-Time,56.5,28,6129.34,4.39
W_ded54ba83bded451,ZONE_MAA_01,Chennai,Metro,Food_Delivery,Scooter,1.0,144,Full-Time,55.8,27,5572.11,4.99
W_ac902edef4df6a26,ZONE_BLR_01,Bangalore,Metro,Food_Delivery,Scooter,1.0,338,Full-Time,59.8,27,6612.88,4.53
W_d10a27ff5b0cc8e9,ZONE_BLR_01,Bangalore,Metro,Food_Delivery,Scooter,1.0,189,Full-Time,56.5,27,5777.86,4.82
W_31bcb1c09c0ef4d4,ZONE_HYD_01,Hyderabad,Metro,E_Commerce,Bike,1.2,43,Full-Time,52.0,29,5653.46,4.34
W_785315a8d4fb0dfe,ZONE_BLR_01,Bangalore,Metro,Food_Delivery,Scooter,1.0,54,Full-Time,56.1,22,6372.41,4.58
W_00370cf42f741cc4,ZONE_DEL_01,Delhi_NCR,Metro,E_Commerce,Bike,1.2,79,Part-Time,27.6,15,2894.85,4.5
W_bf44c008157b871e,ZONE_MAA_01,Chennai,Metro,Food_Delivery,Bike,1.2,200,Full-Time,46.4,25,4452.86,4.74
W_0d329d7b67cfbc2d,ZONE_MAA_01,Chennai,Metro,Q_Commerce,Scooter,1.0,96,Full-Time,48.2,25,4852.17,4.47
W_bd15eb9adbf10ac6,ZONE_MAA_01,Chennai,Metro,Q_Commerce,Bike,1.2,336,Full-Time,47.9,27,4940.13,4.62
W_f345d1e6302a5109,ZONE_BLR_01,Bangalore,Metro,Food_Delivery,Scooter,1.0,35,Full-Time,45.5,27,5105.83,4.68
W_229b1e6b7f228932,ZONE_MAA_01,Chennai,Metro,Q_Commerce,Scooter,1.0,523,Full-Time,52.5,28,6015.15,4.46
W_2f8b622f24ec0cc4,ZONE_BLR_01,Bangalore,Metro,E_Commerce,Bike,1.2,15,Full-Time,58.4,25,5738.95,4.54
W_e943601f7bb4f5cd,ZONE_DEL_01,Delhi_NCR,Metro,Food_Delivery,Scooter,1.0,205,Full-Time,46.0,26,4717.74,4.57
W_e585d06545500a30,ZONE_BOM_01,Mumbai,Metro,E_Commerce,Bike,1.2,16,Full-Time,56.9,26,5504.19,5.0
W_8b5c8b95ddabc107,ZONE_MAA_01,Chennai,Metro,E_Commerce,Scooter,1.0,319,Part-Time,21.7,14,2239.18,4.58
W_f339fb94373aa11c,ZONE_BLR_01,Bangalore,Metro,Food_Delivery,Bike,1.2,440,Full-Time,54.8,20,5776.48,4.97
W_eec38e5831cb6717,ZONE_DEL_01,Delhi_NCR,Metro,Food_Delivery,Scooter,1.0,95,Full-Time,57.3,26,6611.81,4.49
W_d7366d85e70820dd,ZONE_DEL_01,Delhi_NCR,Metro,Q_Commerce,Bike,1.2,319,Full-Time,52.9,26,5373.81,4.99
W_0f0fadf154903acc,ZONE_DEL_01,Delhi_NCR,Metro,E_Commerce,Scooter,1.0,192,Full-Time,50.1,26,5069.02,4.6
W_7f8fae32e08b63ff,ZONE_MAA_01,Chennai,Metro,Food_Delivery,Scooter,1.0,141,Full-Time,56.1,24,5835.29,5.0
W_61c848c01c1489b0,ZONE_BOM_01,Mumbai,Metro,Food_Delivery,Bike,1.2,113,Full-Time,48.9,28,4594.73,3.94
W_19edd0cc57005c21,ZONE_BLR_01,Bangalore,Metro,Food_Delivery,Scooter,1.0,93,Full-Time,51.8,26,5261.86,4.46
W_db413471d374ad93,ZONE_BLR_01,Bangalore,Metro,Food_Delivery,Bike,1.2,56,Part-Time,24.6,14,2504.34,5.0
W_6972b4e5745cde14,ZONE_DEL_01,Delhi_NCR,Metro,Food_Delivery,Bicycle,1.8,305,Full-Time,68.6,24,6717.4,5.0
W_4ff28900e233d85d,ZONE_BOM_01,Mumbai,Metro,Q_Commerce,Scooter,1.0,126,Full-Time,49.7,24,5605.39,4.45
W_aaf9a299ea466f7e,ZONE_DEL_01,Delhi_NCR,Metro,Food_Delivery,Scooter,1.0,190,Full-Time,50.1,24,5021.57,5.0
W_4a85e6e041152ac7,ZONE_BOM_01,Mumbai,Metro,Food_Delivery,Scooter,1.0,362,Part-Time,23.9,15,2366.48,4.42
W_bfb5792dcc1b015f,ZONE_BLR_01,Bangalore,Metro,Q_Commerce,Scooter,1.0,15,Full-Time,50.9,22,5863.82,4.43
W_1aefef70abfca3bd,ZONE_BLR_01,Bangalore,Metro,Food_Delivery,Bike,1.2,57,Part-Time,24.2,20,2541.36,4.48
