date,week_start_date,zone_id,city,zone_tier,rainfall_mm,peak_hour_rain_mm,temperature_celsius,wind_speed_kmph,weather_code,aqi_index,dominant_pollutant,curfew_flag,strike_flag,zone_closure_flag,platform_outage_hours,festival_flag,is_monsoon_period
2026-07-09,2026-07-06,ZONE_BOM_01,Mumbai,Metro,4.0,3.3,29.2,20.7,53,129,PM10,False,False,False,0.0,False,True
2026-07-10,2026-07-06,ZONE_BOM_01,Mumbai,Metro,3.2,2.1,30.2,18.0,51,123,PM10,False,False,False,0.0,False,True
2026-07-11,2026-07-06,ZONE_BOM_01,Mumbai,Metro,7.6,5.6,29.7,21.5,61,105,PM10,False,False,False,0.0,False,True
2026-07-12,2026-07-06,ZONE_BOM_01,Mumbai,Metro,7.6,4.0,30.0,23.2,61,192,PM10,False,False,False,0.0,False,True
2026-07-13,2026-07-13,ZONE_BOM_01,Mumbai,Metro,0.9,0.6,30.2,20.3,51,111,PM10,False,False,False,0.0,False,True
2026-07-14,2026-07-13,ZONE_BOM_01,Mumbai,Metro,1.3,1.0,30.1,16.1,51,189,PM10,False,False,False,0.0,False,True
2026-07-15,2026-07-13,ZONE_BOM_01,Mumbai,Metro,15.9,9.3,29.4,19.6,63,162,PM10,True,False,True,0.0,False,True
2026-07-16,2026-07-13,ZONE_BOM_01,Mumbai,Metro,8.7,5.8,29.6,12.5,53,164,PM10,False,False,False,0.0,False,True
2026-07-17,2026-07-13,ZONE_BOM_01,Mumbai,Metro,16.4,1.8,30.3,16.9,63,177,PM10,False,False,False,0.0,False,True
2026-07-18,2026-07-13,ZONE_BOM_01,Mumbai,Metro,16.2,7.6,30.6,21.8,63,181,PM10,False,False,False,0.0,False,True
2026-07-19,2026-07-13,ZONE_BOM_01,Mumbai,Metro,33.1,15.2,28.6,18.1,63,111,PM10,False,False,False,0.0,False,True
2026-07-20,2026-07-20,ZONE_BOM_01,Mumbai,Metro,52.9,40.9,28.9,24.0,63,203,PM2.5,False,False,True,0.0,False,True
2026-07-21,2026-07-20,ZONE_BOM_01,Mumbai,Metro,25.2,17.2,29.0,23.7,63,158,PM10,False,False,False,0.0,False,True
2026-07-22,2026-07-20,ZONE_BOM_01,Mumbai,Metro,71.0,36.2,27.9,34.0,63,108,PM10,False,False,True,0.0,False,True
2026-07-23,2026-07-20,ZONE_BOM_01,Mumbai,Metro,107.0,41.3,28.1,33.5,65,209,PM2.5,False,False,True,0.0,False,True
2026-07-24,2026-07-20,ZONE_BOM_01,Mumbai,Metro,46.0,26.9,28.6,30.1,63,167,PM10,False,False,True,0.0,False,True
2026-07-25,2026-07-20,ZONE_BOM_01,Mumbai,Metro,20.6,12.8,29.6,24.3,63,122,PM10,False,False,False,0.0,False,True
2026-07-26,2026-07-20,ZONE_BOM_01,Mumbai,Metro,32.1,8.1,29.1,17.2,63,142,PM10,False,False,False,0.0,False,True
2026-07-27,2026-07-27,ZONE_BOM_01,Mumbai,Metro,42.9,22.8,29.0,18.2,65,210,PM2.5,False,False,False,0.0,False,True
2026-07-28,2026-07-27,ZONE_BOM_01,Mumbai,Metro,9.2,5.6,29.6,21.9,61,122,PM10,False,False,False,0.0,False,True
2026-07-29,2026-07-27,ZONE_BOM_01,Mumbai,Metro,10.0,3.7,29.5,25.1,53,195,PM10,False,False,False,0.0,False,True
2026-07-30,2026-07-27,ZONE_BOM_01,Mumbai,Metro,9.8,4.1,28.2,20.2,55,100,O3,False,False,False,0.0,False,True
2026-07-31,2026-07-27,ZONE_BOM_01,Mumbai,Metro,14.7,12.7,28.4,23.7,61,140,PM10,False,False,False,0.0,False,True
2026-08-01,2026-07-27,ZONE_BOM_01,Mumbai,Metro,9.0,3.9,28.8,25.3,61,171,PM10,False,False,False,0.0,False,True
2026-08-02,2026-07-27,ZONE_BOM_01,Mumbai,Metro,25.3,12.9,29.2,22.1,63,122,PM10,False,False,False,0.0,False,True
2026-08-03,2026-08-03,ZONE_BOM_01,Mumbai,Metro,18.7,17.5,29.5,19.3,63,122,PM10,False,False,False,0.0,False,True
2026-08-04,2026-08-03,ZONE_BOM_01,Mumbai,Metro,13.8,7.7,29.4,18.8,61,131,PM10,False,False,False,1.7,False,True
2026-08-05,2026-08-03,ZONE_BOM_01,Mumbai,Metro,15.1,9.1,28.3,17.5,63,116,PM10,False,False,False,1.2,False,True
2026-08-06,2026-08-03,ZONE_BOM_01,Mumbai,Metro,10.4,2.9,29.3,20.2,61,214,PM2.5,False,False,False,0.0,False,True
2026-08-07,2026-08-03,ZONE_BOM_01,Mumbai,Metro,7.2,2.5,29.7,21.2,53,101,PM10,False,False,False,0.0,False,True
2026-08-08,2026-08-03,ZONE_BOM_01,Mumbai,Metro,5.8,4.7,29.2,18.5,55,204,PM2.5,False,False,False,0.0,False,True
2026-08-09,2026-08-03,ZONE_BOM_01,Mumbai,Metro,5.8,2.1,29.6,17.7,55,85,O3,False,False,False,0.0,False,True
2026-08-10,2026-08-10,ZONE_BOM_01,Mumbai,Metro,8.1,2.6,29.3,19.0,61,89,O3,False,False,False,0.0,False,True
2026-08-11,2026-08-10,ZONE_BOM_01,Mumbai,Metro,30.6,19.7,27.1,18.7,63,180,PM10,False,False,False,0.0,False,True
2026-08-12,2026-08-10,ZONE_BOM_01,Mumbai,Metro,12.0,2.3,28.5,17.6,55,104,PM10,False,False,False,0.0,False,True
2026-08-13,2026-08-10,ZONE_BOM_01,Mumbai,Metro,12.6,10.5,28.3,17.8,63,121,PM10,False,False,False,0.0,False,True
2026-08-14,2026-08-10,ZONE_BOM_01,Mumbai,Metro,8.5,6.8,29.0,18.2,53,170,PM10,False,False,False,0.0,False,True
2026-08-15,2026-08-10,ZONE_BOM_01,Mumbai,Metro,13.5,9.4,28.4,16.2,61,193,PM10,False,False,False,0.0,True,True
2026-08-16,2026-08-10,ZONE_BOM_01,Mumbai,Metro,11.3,4.3,29.7,18.7,61,141,PM10,False,False,False,0.0,False,True
2026-08-17,2026-08-17,ZONE_BOM_01,Mumbai,Metro,11.4,5.5,29.4,18.6,61,200,PM10,False,False,False,0.0,False,True
2026-08-18,2026-08-17,ZONE_BOM_01,Mumbai,Metro,9.6,5.0,29.2,20.6,55,188,PM10,False,False,False,0.0,False,True
2026-08-19,2026-08-17,ZONE_BOM_01,Mumbai,Metro,5.0,1.7,29.1,18.1,53,98,O3,False,False,False,0.0,False,True
2026-08-20,2026-08-17,ZONE_BOM_01,Mumbai,Metro,2.1,1.1,29.7,16.4,51,162,PM10,False,False,False,0.0,False,True
2026-08-21,2026-08-17,ZONE_BOM_01,Mumbai,Metro,9.9,2.0,28.9,19.6,55,102,PM10,False,False,False,0.0,False,True
2026-08-22,2026-08-17,ZONE_BOM_01,Mumbai,Metro,16.7,3.4,29.0,20.0,63,166,PM10,True,False,True,2.8,False,True
2026-08-23,2026-08-17,ZONE_BOM_01,Mumbai,Metro,6.3,4.3,29.3,17.0,55,108,PM10,False,False,False,0.0,False,True
2026-08-24,2026-08-24,ZONE_BOM_01,Mumbai,Metro,4.4,1.0,28.9,16.8,53,131,PM10,False,False,False,0.0,False,True
2026-08-25,2026-08-24,ZONE_BOM_01,Mumbai,Metro,7.3,2.8,29.4,15.3,53,80,O3,False,False,False,0.0,False,True
2026-08-26,2026-08-24,ZONE_BOM_01,Mumbai,Metro,4.2,0.8,29.4,16.2,53,89,O3,False,False,False,0.0,True,True
2026-08-27,2026-08-24,ZONE_BOM_01,Mumbai,Metro,7.6,4.5,29.6,17.8,53,195,PM10,False,False,False,0.0,False,True
2026-08-28,2026-08-24,ZONE_BOM_01,Mumbai,Metro,5.4,2.9,29.1,21.1,53,100,O3,False,False,False,0.0,False,True
2026-08-29,2026-08-24,ZONE_BOM_01,Mumbai,Metro,4.6,1.1,28.9,20.9,53,210,PM2.5,False,False,False,0.0,False,True
2026-08-30,2026-08-24,ZONE_BOM_01,Mumbai,Metro,2.9,1.6,29.5,20.2,51,133,PM10,True,False,True,0.0,False,True
2026-08-31,2026-08-31,ZONE_BOM_01,Mumbai,Metro,4.6,2.4,29.1,18.4,53,196,PM10,False,False,False,0.0,False,True
2026-09-01,2026-08-31,ZONE_BOM_01,Mumbai,Metro,6.1,1.7,29.6,17.5,53,106,PM10,False,False,False,0.0,False,True
2026-09-02,2026-08-31,ZONE_BOM_01,Mumbai,Metro,13.8,7.1,28.2,14.1,61,141,PM10,False,False,False,0.0,False,True
2026-09-03,2026-08-31,ZONE_BOM_01,Mumbai,Metro,5.6,2.7,29.4,16.2,53,213,PM2.5,False,False,False,0.0,False,True
2026-09-04,2026-08-31,ZONE_BOM_01,Mumbai,Metro,9.1,3.7,29.6,14.6,53,142,PM10,False,False,False,0.0,True,True
2026-09-05,2026-08-31,ZONE_BOM_01,Mumbai,Metro,16.1,8.5,28.5,15.3,61,128,PM10,False,False,False,0.0,False,True
2026-09-06,2026-08-31,ZONE_BOM_01,Mumbai,Metro,5.7,1.3,28.9,14.8,53,182,PM10,False,False,False,0.0,False,True
2026-09-07,2026-09-07,ZONE_BOM_01,Mumbai,Metro,7.3,3.8,29.0,14.6,53,95,O3,False,False,False,0.0,False,True
2026-09-08,2026-09-07,ZONE_BOM_01,Mumbai,Metro,6.9,2.9,29.3,15.3,53,200,PM10,False,False,False,0.0,False,True
2026-09-09,2026-09-07,ZONE_BOM_01,Mumbai,Metro,4.0,0.8,29.1,14.7,53,103,PM10,False,False,False,0.0,False,True
2026-09-10,2026-09-07,ZONE_BOM_01,Mumbai,Metro,2.8,1.1,29.1,10.2,51,192,PM10,False,False,False,0.0,False,True
2026-09-11,2026-09-07,ZONE_BOM_01,Mumbai,Metro,1.5,0.3,29.7,11.9,51,185,PM10,False,False,False,0.0,False,True
2026-09-12,2026-09-07,ZONE_BOM_01,Mumbai,Metro,4.9,3.1,30.0,14.9,55,217,PM2.5,False,False,False,0.0,False,True
2026-09-13,2026-09-07,ZONE_BOM_01,Mumbai,Metro,25.5,19.6,27.3,11.6,63,195,PM10,False,False,False,0.0,False,True
2026-09-14,2026-09-14,ZONE_BOM_01,Mumbai,Metro,10.3,6.1,28.8,18.0,55,160,PM10,False,False,False,0.0,False,True
2026-09-15,2026-09-14,ZONE_BOM_01,Mumbai,Metro,8.2,5.7,30.0,20.1,53,191,PM10,False,False,False,0.0,False,True
2026-09-16,2026-09-14,ZONE_BOM_01,Mumbai,Metro,2.9,1.2,29.8,13.5,53,105,PM10,False,False,False,0.0,False,True
2026-09-17,2026-09-14,ZONE_BOM_01,Mumbai,Metro,1.9,1.1,29.9,14.3,51,192,PM10,False,False,False,0.0,False,True
2026-06-25,2026-06-22,ZONE_MAA_01,Chennai,Metro,2.6,0.8,37.1,15.3,61,203,PM2.5,False,False,False,0.0,False,True
2026-06-26,2026-06-22,ZONE_MAA_01,Chennai,Metro,0.0,0.0,35.6,16.1,3,91,O3,False,False,False,0.0,True,True
2026-06-27,2026-06-22,ZONE_MAA_01,Chennai,Metro,6.6,4.6,37.6,17.3,61,194,PM10,False,False,False,0.0,False,True
2026-06-28,2026-06-22,ZONE_MAA_01,Chennai,Metro,24.5,6.7,34.6,15.7,65,149,PM10,False,False,False,0.0,False,True
2026-06-29,2026-06-29,ZONE_MAA_01,Chennai,Metro,1.7,1.4,34.7,16.6,53,99,O3,False,False,False,0.0,False,True
2026-06-30,2026-06-29,ZONE_MAA_01,Chennai,Metro,2.9,1.4,36.3,15.7,61,145,PM10,False,False,False,0.0,False,True
2026-07-01,2026-06-29,ZONE_MAA_01,Chennai,Metro,0.3,0.1,35.5,21.7,51,104,PM10,False,False,False,0.0,False,True
2026-07-02,2026-06-29,ZONE_MAA_01,Chennai,Metro,0.1,0.1,35.4,18.6,51,122,PM10,False,False,False,0.0,False,True
2026-07-03,2026-06-29,ZONE_MAA_01,Chennai,Metro,1.0,0.4,36.1,23.0,53,116,PM10,False,False,False,0.0,False,True
2026-07-04,2026-06-29,ZONE_MAA_01,Chennai,Metro,5.8,3.2,32.5,18.2,63,156,PM10,False,False,False,0.0,False,True
2026-07-05,2026-06-29,ZONE_MAA_01,Chennai,Metro,0.0,0.0,38.4,21.3,3,119,PM10,False,False,False,0.0,False,True
2026-07-06,2026-07-06,ZONE_MAA_01,Chennai,Metro,0.0,0.0,39.2,26.3,3,185,PM10,True,False,True,0.0,False,True
2026-07-07,2026-07-06,ZONE_MAA_01,Chennai,Metro,0.5,0.4,39.0,23.5,51,181,PM10,False,False,False,0.0,False,True
2026-07-08,2026-07-06,ZONE_MAA_01,Chennai,Metro,0.2,0.0,38.6,21.2,51,93,O3,False,False,False,0.0,False,True
2026-07-09,2026-07-06,ZONE_MAA_01,Chennai,Metro,5.2,2.2,37.8,16.6,61,206,PM2.5,False,False,False,0.0,False,True
2026-07-10,2026-07-06,ZONE_MAA_01,Chennai,Metro,2.9,1.7,33.9,17.6,61,191,PM10,False,False,False,0.0,False,True
2026-07-11,2026-07-06,ZONE_MAA_01,Chennai,Metro,0.5,0.2,37.3,13.0,51,163,PM10,False,False,False,0.0,False,True
2026-07-12,2026-07-06,ZONE_MAA_01,Chennai,Metro,0.0,0.0,37.1,14.3,3,124,PM10,False,False,False,0.0,False,True
2026-07-13,2026-07-13,ZONE_MAA_01,Chennai,Metro,0.0,0.0,38.7,16.8,3,204,PM2.5,False,False,False,0.0,False,True
2026-07-14,2026-07-13,ZONE_MAA_01,Chennai,Metro,0.0,0.0,37.4,13.7,3,162,PM10,False,False,False,0.0,False,True
2026-07-15,2026-07-13,ZONE_MAA_01,Chennai,Metro,0.0,0.0,38.2,14.3,3,94,O3,False,False,False,0.0,False,True
2026-07-16,2026-07-13,ZONE_MAA_01,Chennai,Metro,0.1,0.1,38.2,17.6,51,213,PM2.5,False,False,False,0.0,False,True
2026-07-17,2026-07-13,ZONE_MAA_01,Chennai,Metro,4.0,3.4,37.3,17.3,55,146,PM10,False,False,False,0.0,False,True
2026-07-18,2026-07-13,ZONE_MAA_01,Chennai,Metro,2.3,1.7,32.4,13.1,53,80,O3,False,False,False,0.0,False,True
2026-07-19,2026-07-13,ZONE_MAA_01,Chennai,Metro,4.9,1.5,33.4,19.1,61,92,O3,False,False,False,0.0,False,True
2026-07-20,2026-07-20,ZONE_MAA_01,Chennai,Metro,10.7,5.9,33.0,16.2,63,218,PM2.5,False,False,False,0.0,False,True
2026-07-21,2026-07-20,ZONE_MAA_01,Chennai,Metro,0.6,0.4,34.2,14.5,51,165,PM10,False,False,False,2.4,False,True
2026-07-22,2026-07-20,ZONE_MAA_01,Chennai,Metro,10.0,5.9,35.5,16.3,63,88,O3,False,False,False,0.0,False,True
2026-07-23,2026-07-20,ZONE_MAA_01,Chennai,Metro,1.0,0.5,33.9,17.0,53,138,PM10,False,False,False,0.0,False,True
2026-07-24,2026-07-20,ZONE_MAA_01,Chennai,Metro,7.5,3.6,34.4,14.7,63,130,PM10,False,False,False,0.0,False,True
2026-07-25,2026-07-20,ZONE_MAA_01,Chennai,Metro,4.4,1.2,35.6,15.2,63,96,O3,False,False,False,0.0,False,True
2026-07-26,2026-07-20,ZONE_MAA_01,Chennai,Metro,1.4,1.0,36.4,17.5,55,86,O3,False,False,False,0.0,False,True
2026-07-27,2026-07-27,ZONE_MAA_01,Chennai,Metro,1.6,0.3,37.6,16.8,53,140,PM10,False,False,False,0.0,False,True
2026-07-28,2026-07-27,ZONE_MAA_01,Chennai,Metro,0.1,0.0,37.0,19.2,51,200,PM10,False,False,False,0.0,False,True
2026-07-29,2026-07-27,ZONE_MAA_01,Chennai,Metro,8.0,2.9,36.9,23.1,63,176,PM10,False,False,False,0.0,False,True
2026-07-30,2026-07-27,ZONE_MAA_01,Chennai,Metro,1.1,0.5,37.2,21.9,53,83,O3,False,False,False,0.0,False,True
2026-07-31,2026-07-27,ZONE_MAA_01,Chennai,Metro,0.8,0.4,36.6,20.1,53,164,PM10,False,False,False,0.0,False,True
2026-08-01,2026-07-27,ZONE_MAA_01,Chennai,Metro,8.2,4.8,35.5,20.7,63,133,PM10,False,False,False,0.0,False,True
2026-08-02,2026-07-27,ZONE_MAA_01,Chennai,Metro,6.2,2.1,34.6,18.6,63,120,PM10,False,False,False,0.0,False,True
2026-08-03,2026-08-03,ZONE_MAA_01,Chennai,Metro,5.4,4.0,33.7,11.3,61,214,PM2.5,False,False,False,0.0,False,True
2026-08-04,2026-08-03,ZONE_MAA_01,Chennai,Metro,6.2,4.1,34.2,19.7,61,186,PM10,False,False,False,0.0,False,True
2026-08-05,2026-08-03,ZONE_MAA_01,Chennai,Metro,6.7,5.4,34.8,14.3,61,117,PM10,False,False,False,0.0,False,True
2026-08-06,2026-08-03,ZONE_MAA_01,Chennai,Metro,4.3,1.9,33.3,14.3,63,148,PM10,False,False,False,0.0,False,True
2026-08-07,2026-08-03,ZONE_MAA_01,Chennai,Metro,5.6,4.0,32.9,15.0,61,146,PM10,False,False,False,0.0,False,True
2026-08-08,2026-08-03,ZONE_MAA_01,Chennai,Metro,4.1,2.0,34.6,16.6,63,97,O3,False,False,False,0.0,False,True
2026-08-09,2026-08-03,ZONE_MAA_01,Chennai,Metro,6.2,4.8,34.1,16.2,63,147,PM10,False,False,False,0.0,False,True
2026-08-10,2026-08-10,ZONE_MAA_01,Chennai,Metro,2.2,1.2,35.3,17.3,53,151,PM10,False,False,False,0.0,False,True
2026-08-11,2026-08-10,ZONE_MAA_01,Chennai,Metro,9.3,5.3,35.0,16.9,63,160,PM10,False,False,False,0.0,False,True
2026-08-12,2026-08-10,ZONE_MAA_01,Chennai,Metro,0.5,0.2,34.5,18.4,51,88,O3,True,False,True,0.0,False,True
2026-08-13,2026-08-10,ZONE_MAA_01,Chennai,Metro,0.3,0.1,35.0,16.6,51,176,PM10,False,False,False,0.0,False,True
2026-08-14,2026-08-10,ZONE_MAA_01,Chennai,Metro,2.6,1.5,35.1,14.7,55,214,PM2.5,False,False,False,0.0,False,True
2026-08-15,2026-08-10,ZONE_MAA_01,Chennai,Metro,0.0,0.0,35.5,15.3,3,99,O3,False,False,False,0.0,True,True
2026-08-16,2026-08-10,ZONE_MAA_01,Chennai,Metro,0.7,0.3,35.2,14.4,51,187,PM10,False,False,False,0.0,False,True
2026-08-17,2026-08-17,ZONE_MAA_01,Chennai,Metro,1.1,0.4,35.3,17.3,51,89,O3,False,False,False,0.0,False,True
2026-08-18,2026-08-17,ZONE_MAA_01,Chennai,Metro,0.8,0.5,36.1,17.3,51,121,PM10,False,False,False,0.0,False,True
2026-08-19,2026-08-17,ZONE_MAA_01,Chennai,Metro,8.4,4.5,35.9,15.5,63,121,PM10,False,False,False,0.0,False,True
2026-08-20,2026-08-17,ZONE_MAA_01,Chennai,Metro,2.6,2.1,35.8,15.3,53,146,PM10,False,False,False,0.0,False,True
2026-08-21,2026-08-17,ZONE_MAA_01,Chennai,Metro,3.5,1.7,36.3,17.0,61,204,PM2.5,False,False,False,0.0,False,True
2026-08-22,2026-08-17,ZONE_MAA_01,Chennai,Metro,0.1,0.0,36.0,17.2,51,157,PM10,False,False,False,0.0,False,True
2026-08-23,2026-08-17,ZONE_MAA_01,Chennai,Metro,12.9,7.3,34.9,20.7,63,168,PM10,False,False,False,0.0,False,True
2026-08-24,2026-08-24,ZONE_MAA_01,Chennai,Metro,7.6,4.1,32.5,17.3,63,178,PM10,False,False,False,0.0,False,True
2026-08-25,2026-08-24,ZONE_MAA_01,Chennai,Metro,1.4,0.4,32.8,12.4,53,197,PM10,False,False,False,0.0,False,True
2026-08-26,2026-08-24,ZONE_MAA_01,Chennai,Metro,2.5,2.3,34.6,18.4,61,92,O3,True,False,True,0.0,True,True
2026-08-27,2026-08-24,ZONE_MAA_01,Chennai,Metro,1.1,0.5,34.7,14.5,51,179,PM10,False,False,False,0.0,False,True
2026-08-28,2026-08-24,ZONE_MAA_01,Chennai,Metro,0.3,0.2,35.9,15.2,51,86,O3,False,False,False,0.0,False,True
2026-08-29,2026-08-24,ZONE_MAA_01,Chennai,Metro,1.0,0.7,36.6,17.3,53,131,PM10,False,False,False,0.0,False,True
2026-08-30,2026-08-24,ZONE_MAA_01,Chennai,Metro,1.2,0.7,36.3,14.9,53,146,PM10,False,False,False,0.0,False,True
2026-08-31,2026-08-31,ZONE_MAA_01,Chennai,Metro,0.0,0.0,35.4,16.4,3,183,PM10,False,False,False,0.0,False,True
2026-09-01,2026-08-31,ZONE_MAA_01,Chennai,Metro,0.4,0.1,34.4,15.8,51,179,PM10,False,False,False,0.0,False,True
2026-09-02,2026-08-31,ZONE_MAA_01,Chennai,Metro,1.3,0.8,35.6,14.5,53,117,PM10,False,False,False,0.0,False,True
2026-09-03,2026-08-31,ZONE_MAA_01,Chennai,Metro,3.4,1.1,34.8,16.8,61,81,O3,False,False,False,0.0,False,True
2026-09-04,2026-08-31,ZONE_MAA_01,Chennai,Metro,2.4,1.2,32.0,16.9,61,152,PM10,True,False,True,0.0,True,True
2026-09-05,2026-08-31,ZONE_MAA_01,Chennai,Metro,3.6,2.9,33.8,12.0,55,188,PM10,False,False,False,0.0,False,True
2026-09-06,2026-08-31,ZONE_MAA_01,Chennai,Metro,2.0,0.4,34.9,16.8,53,198,PM10,False,False,False,0.0,False,True
2026-09-07,2026-09-07,ZONE_MAA_01,Chennai,Metro,0.6,0.3,35.6,14.4,51,89,O3,False,False,False,0.0,False,True
2026-09-08,2026-09-07,ZONE_MAA_01,Chennai,Metro,4.6,0.9,34.8,14.7,61,211,PM2.5,False,False,False,0.0,False,True
2026-09-09,2026-09-07,ZONE_MAA_01,Chennai,Metro,0.6,0.2,35.0,14.1,51,107,PM10,False,False,False,0.0,False,True
2026-09-10,2026-09-07,ZONE_MAA_01,Chennai,Metro,2.4,1.7,33.7,14.8,61,134,PM10,False,False,False,0.0,False,True
2026-09-11,2026-09-07,ZONE_MAA_01,Chennai,Metro,11.4,4.6,33.5,13.2,63,179,PM10,False,False,False,0.0,False,True
2026-09-12,2026-09-07,ZONE_MAA_01,Chennai,Metro,1.7,1.3,33.5,14.3,61,150,PM10,False,False,False,0.0,False,True
2026-09-13,2026-09-07,ZONE_MAA_01,Chennai,Metro,2.0,1.4,33.4,13.0,53,86,O3,False,False,False,0.0,False,True
2026-09-14,2026-09-14,ZONE_MAA_01,Chennai,Metro,22.7,17.3,31.4,10.3,65,199,PM10,False,False,False,0.0,False,True
2026-09-15,2026-09-14,ZONE_MAA_01,Chennai,Metro,0.4,0.2,32.7,13.4,51,217,PM2.5,False,False,False,0.0,False,True
2026-09-16,2026-09-14,ZONE_MAA_01,Chennai,Metro,0.5,0.3,34.0,12.5,51,114,PM10,False,True,True,0.0,False,True
2026-09-17,2026-09-14,ZONE_MAA_01,Chennai,Metro,3.8,3.0,36.0,13.4,61,81,O3,False,False,False,0.0,False,True
2026-06-25,2026-06-22,ZONE_HYD_01,Hyderabad,Metro,1.8,0.6,30.5,17.2,53,140,PM10,False,False,False,0.0,False,True
2026-06-26,2026-06-22,ZONE_HYD_01,Hyderabad,Metro,1.2,0.7,30.8,14.7,51,219,PM2.5,False,False,False,0.0,True,True
2026-06-27,2026-06-22,ZONE_HYD_01,Hyderabad,Metro,4.2,3.3,28.7,13.8,61,160,PM10,False,False,False,0.0,False,True
2026-06-28,2026-06-22,ZONE_HYD_01,Hyderabad,Metro,14.6,9.0,32.6,17.3,63,106,PM10,True,False,True,0.0,False,True
2026-06-29,2026-06-29,ZONE_HYD_01,Hyderabad,Metro,0.9,0.3,29.6,14.8,51,201,PM2.5,False,False,False,0.0,False,True
2026-06-30,2026-06-29,ZONE_HYD_01,Hyderabad,Metro,1.8,1.1,29.8,19.8,53,119,PM10,False,False,False,0.0,False,True
2026-07-01,2026-06-29,ZONE_HYD_01,Hyderabad,Metro,4.0,2.0,29.1,19.0,53,162,PM10,False,False,False,0.0,False,True
2026-07-02,2026-06-29,ZONE_HYD_01,Hyderabad,Metro,6.9,2.5,28.6,19.9,61,150,PM10,False,False,False,0.0,False,True
2026-07-03,2026-06-29,ZONE_HYD_01,Hyderabad,Metro,7.1,6.1,28.3,25.4,55,101,PM10,False,False,False,0.0,False,True
2026-07-04,2026-06-29,ZONE_HYD_01,Hyderabad,Metro,10.7,7.2,25.2,22.8,55,80,O3,False,False,False,0.0,False,True
2026-07-05,2026-06-29,ZONE_HYD_01,Hyderabad,Metro,4.5,1.8,27.9,24.4,61,112,PM10,False,False,False,0.0,False,True
2026-07-06,2026-07-06,ZONE_HYD_01,Hyderabad,Metro,1.8,0.6,31.1,23.2,53,125,PM10,False,False,False,0.0,False,True
2026-07-07,2026-07-06,ZONE_HYD_01,Hyderabad,Metro,2.2,0.7,31.6,24.5,53,185,PM10,False,False,False,0.0,False,True
2026-07-08,2026-07-06,ZONE_HYD_01,Hyderabad,Metro,0.8,0.4,32.4,25.7,51,189,PM10,False,False,False,0.0,False,True
2026-07-09,2026-07-06,ZONE_HYD_01,Hyderabad,Metro,0.6,0.1,31.6,19.3,51,151,PM10,False,False,False,0.0,False,True
2026-07-10,2026-07-06,ZONE_HYD_01,Hyderabad,Metro,0.0,0.0,32.7,18.1,3,208,PM2.5,False,False,False,0.0,False,True
2026-07-11,2026-07-06,ZONE_HYD_01,Hyderabad,Metro,0.8,0.5,33.3,19.2,53,118,PM10,False,False,False,0.0,False,True
2026-07-12,2026-07-06,ZONE_HYD_01,Hyderabad,Metro,0.0,0.0,33.2,20.1,3,181,PM10,False,False,False,0.0,False,True
2026-07-13,2026-07-13,ZONE_HYD_01,Hyderabad,Metro,0.9,0.2,33.9,18.3,53,133,PM10,False,True,True,0.0,False,True
2026-07-14,2026-07-13,ZONE_HYD_01,Hyderabad,Metro,0.0,0.0,32.8,18.2,3,178,PM10,False,False,False,0.0,False,True
2026-07-15,2026-07-13,ZONE_HYD_01,Hyderabad,Metro,0.7,0.4,32.9,15.9,53,178,PM10,False,False,False,0.0,False,True
2026-07-16,2026-07-13,ZONE_HYD_01,Hyderabad,Metro,1.0,0.9,32.6,19.0,53,105,PM10,False,False,False,0.0,False,True
2026-07-17,2026-07-13,ZONE_HYD_01,Hyderabad,Metro,13.6,6.9,29.3,13.1,61,120,PM10,False,False,False,0.0,False,True
2026-07-18,2026-07-13,ZONE_HYD_01,Hyderabad,Metro,8.2,5.4,28.6,16.8,61,206,PM2.5,False,False,False,0.0,False,True
2026-07-19,2026-07-13,ZONE_HYD_01,Hyderabad,Metro,2.4,1.5,30.6,15.7,55,166,PM10,False,False,False,0.0,False,True
2026-07-20,2026-07-20,ZONE_HYD_01,Hyderabad,Metro,5.0,3.7,29.8,18.3,55,175,PM10,False,False,False,0.0,False,True
2026-07-21,2026-07-20,ZONE_HYD_01,Hyderabad,Metro,13.9,6.6,26.7,18.4,63,107,PM10,False,False,False,0.0,False,True
2026-07-22,2026-07-20,ZONE_HYD_01,Hyderabad,Metro,12.3,7.2,26.3,19.6,61,89,O3,False,False,False,0.0,False,True
2026-07-23,2026-07-20,ZONE_HYD_01,Hyderabad,Metro,1.2,0.4,28.6,24.2,53,135,PM10,False,False,False,0.0,False,True
2026-07-24,2026-07-20,ZONE_HYD_01,Hyderabad,Metro,0.2,0.1,29.2,25.3,51,164,PM10,False,False,False,0.0,False,True
2026-07-25,2026-07-20,ZONE_HYD_01,Hyderabad,Metro,0.0,0.0,29.7,19.3,3,82,O3,False,False,False,0.0,False,True
2026-07-26,2026-07-20,ZONE_HYD_01,Hyderabad,Metro,6.2,4.1,30.0,19.1,61,178,PM10,False,False,False,0.0,False,True
2026-07-27,2026-07-27,ZONE_HYD_01,Hyderabad,Metro,16.5,4.3,29.0,18.4,63,101,PM10,False,False,False,0.0,False,True
2026-07-28,2026-07-27,ZONE_HYD_01,Hyderabad,Metro,8.0,6.5,30.3,20.2,61,137,PM10,False,False,False,0.0,False,True
